recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
59,138,875,1382,0.983804,1.9,1,1.3
60,141,865,868390178,0.806832,1.9,1,1.3
69,139,874,1926822456,0.782084,1.9,1,1.3
71,130,873,971176602,0.764132,1.9,1,1.3
65,145,873,2033977825,1.018948,1.9,1,1.3
38,149,911,2033977825,0.864884,2,1,1.3
47,129,901,691632302,0.660288,2,1,1.3
43,138,900,749310307,0.707897,2,1,1.3
37,145,909,1683162955,0.812633,2,1,1.3
35,127,938,1868640449,0.924100,2,1,1.3
12,157,947,1868640449,0.913068,3,1,1.3
13,184,922,683502583,0.720406,3,1,1.3
14,179,934,477818637,0.664158,3,1,1.3
19,172,915,1743857220,0.659168,3,1,1.3
15,165,936,1988584016,0.643680,3,1,1.3
0,184,963,1988584016,0.418505,50,1,1.3
0,220,933,174555361,0.469730,50,1,1.3
0,182,970,559808755,0.539639,50,1,1.3
0,187,943,423675432,0.494343,50,1,1.3
0,190,967,2117115431,0.529549,50,1,1.3
77,119,885,2117115431,1.478001,1.9,1,1.5
73,117,880,509290352,1.163137,1.9,1,1.5
76,136,874,2105009011,1.392564,1.9,1,1.5
78,125,878,652371361,1.343320,1.9,1,1.5
76,118,893,1951959292,1.331287,1.9,1,1.5
47,134,914,1951959292,0.931937,2,1,1.5
43,130,911,389026296,0.950098,2,1,1.5
45,145,899,1321177313,1.345306,2,1,1.5
39,129,919,884774991,0.752485,2,1,1.5
29,151,910,724162534,0.736843,2,1,1.5
12,166,935,724162534,0.620892,3,1,1.5
20,144,935,1925543272,0.862348,3,1,1.5
22,148,925,904498104,0.816953,3,1,1.5
15,168,914,1680423639,0.659919,3,1,1.5
11,158,957,1634323662,0.630130,3,1,1.5
0,176,976,1634323662,0.484881,50,1,1.5
0,181,993,105394850,0.519813,50,1,1.5
0,200,958,327900666,0.452116,50,1,1.5
0,182,967,1425742424,0.464476,50,1,1.5
0,184,966,1143870273,0.460831,50,1,1.5
142,58,904,1143870273,1.240261,1.9,1,2
144,73,897,1835213209,1.541190,1.9,1,2
145,52,899,405067787,1.468239,1.9,1,2
145,60,892,859616671,1.328848,1.9,1,2
130,59,893,517544134,1.189409,1.9,1,2
48,103,945,517544134,0.645545,2,1,2
53,95,980,238435234,0.687649,2,1,2
46,112,921,242218610,0.964012,2,1,2
55,104,946,946559572,0.872097,2,1,2
50,99,960,1871670859,0.983275,2,1,2
26,111,991,1871670859,0.718755,3,1,2
21,129,972,366709535,0.648033,3,1,2
29,104,980,861859204,0.628799,3,1,2
26,109,987,1061136495,0.594792,3,1,2
26,128,961,1477149880,0.610467,3,1,2
0,164,1023,1477149880,0.479136,50,1,2
0,162,1033,462342403,0.450802,50,1,2
0,152,1060,1913578371,0.599426,50,1,2
0,137,1039,595151611,0.504910,50,1,2
0,146,1044,2017542845,0.418779,50,1,2
168,32,924,2017542845,1.341045,1.9,1,3
169,28,933,482865344,1.487332,1.9,1,3
165,28,922,776739175,1.794571,1.9,1,3
164,31,921,1029561029,1.556295,1.9,1,3
177,37,933,307378749,1.866273,1.9,1,3
115,45,997,307378749,1.354770,2,1,3
97,39,997,1978442301,1.198421,2,1,3
90,41,1019,1298046257,0.976002,2,1,3
96,41,1003,1185154622,1.056637,2,1,3
90,41,997,1426609255,1.109630,2,1,3
39,59,1053,1426609255,1.219723,3,1,3
52,82,1015,999952069,1.236552,3,1,3
32,79,1033,736903979,0.837008,3,1,3
38,66,1073,1839445946,0.888041,3,1,3
48,76,1032,106623542,1.003718,3,1,3
0,117,1118,106623542,0.478921,50,1,3
0,94,1154,1221659871,0.435974,50,1,3
0,137,1066,1966111178,0.506945,50,1,3
0,106,1131,1866226002,0.411958,50,1,3
0,103,1149,845624178,0.422488,50,1,3
222,9,930,845624178,2.348693,1.9,1,50
241,15,926,1213706799,2.611437,1.9,1,50
209,6,955,1050921730,2.108677,1.9,1,50
222,11,911,428847933,1.661744,1.9,1,50
