recombinations,back mutations,recurrent mutations,run seed,recombination cost,recurrent mutation cost,back mutation cost
1,5,105,1471,1.5,1,1.1
2,7,105,726627931,1.5,1,1.1
1,3,108,215737633,1.5,1,1.1
0,6,103,1534907852,1.5,1,1.1
1,7,104,723881909,1.5,1,1.1
0,7,106,1729833007,1.5,1,1.1
0,6,107,1229510652,1.5,1,1.1
1,7,108,831264990,1.5,1,1.1
1,8,103,342245342,1.5,1,1.1
0,6,102,706310477,1.5,1,1.1
0,6,101,706310477,1.9,1,1.1
1,6,105,447148450,1.9,1,1.1
1,7,100,558366862,1.9,1,1.1
0,3,112,1952109849,1.9,1,1.1
1,4,106,301734383,1.9,1,1.1
1,4,102,279617307,1.9,1,1.1
0,5,104,980240604,1.9,1,1.1
2,5,105,924561362,1.9,1,1.1
0,6,101,383815429,1.9,1,1.1
1,6,100,1860309608,1.9,1,1.1
0,6,104,1860309608,2,1,1.1
0,4,110,1846502651,2,1,1.1
0,6,107,146532218,2,1,1.1
0,6,106,1707045732,2,1,1.1
0,2,111,2132754023,2,1,1.1
0,6,101,1946940238,2,1,1.1
0,5,112,1352131066,2,1,1.1
0,6,104,1110941038,2,1,1.1
0,4,105,846202233,2,1,1.1
0,4,104,1334749554,2,1,1.1
0,5,105,1334749554,3,1,1.1
0,9,107,1368146202,3,1,1.1
0,6,107,1826897167,3,1,1.1
0,5,105,497576751,3,1,1.1
0,8,104,1372821207,3,1,1.1
0,9,102,1123774376,3,1,1.1
0,7,103,2107979659,3,1,1.1
0,4,105,26195034,3,1,1.1
0,6,102,1941840315,3,1,1.1
0,5,106,1775955604,3,1,1.1
0,5,105,1775955604,50,1,1.1
0,5,104,826774388,50,1,1.1
0,8,99,319894872,50,1,1.1
0,8,106,1367842805,50,1,1.1
0,6,104,2127388998,50,1,1.1
0,3,106,133389130,50,1,1.1
0,4,109,1706920460,50,1,1.1
0,5,107,1816913578,50,1,1.1
0,6,106,1417137636,50,1,1.1
0,5,107,134872730,50,1,1.1
0,5,109,134872730,1.5,1,1.3
1,8,103,1080050692,1.5,1,1.3
0,6,101,433591091,1.5,1,1.3
1,6,102,1389248610,1.5,1,1.3
0,4,104,410058117,1.5,1,1.3
2,5,106,1201120175,1.5,1,1.3
1,6,105,1046284433,1.5,1,1.3
1,6,104,692369433,1.5,1,1.3
1,6,104,217259399,1.5,1,1.3
1,7,104,93341906,1.5,1,1.3
1,7,104,93341906,1.9,1,1.3
1,4,105,1337940678,1.9,1,1.3
1,4,106,1649447218,1.9,1,1.3
1,3,107,1958922575,1.9,1,1.3
0,4,105,687123570,1.9,1,1.3
1,5,112,1129234352,1.9,1,1.3
1,8,101,541700327,1.9,1,1.3
0,13,106,466807455,1.9,1,1.3
1,5,110,190532613,1.9,1,1.3
1,5,103,1469904005,1.9,1,1.3
1,5,103,1469904005,2,1,1.3
0,4,103,2033330019,2,1,1.3
0,4,109,469038288,2,1,1.3
0,6,103,1439060451,2,1,1.3
0,7,105,995390912,2,1,1.3
0,5,105,1228302334,2,1,1.3
0,6,106,1005725425,2,1,1.3
0,4,105,52563458,2,1,1.3
0,7,105,794097675,2,1,1.3
0,5,106,1408624019,2,1,1.3
0,6,107,1408624019,3,1,1.3
0,9,105,282737723,3,1,1.3
0,7,104,1879165068,3,1,1.3
0,5,109,145077589,3,1,1.3
0,7,107,2038581646,3,1,1.3
0,2,112,820328894,3,1,1.3
0,5,109,730924053,3,1,1.3
0,5,109,679353522,3,1,1.3
0,4,106,1655010045,3,1,1.3
0,6,102,1756056335,3,1,1.3
0,6,101,1756056335,50,1,1.3
0,5,104,1032084278,50,1,1.3
0,7,108,1968217,50,1,1.3
0,5,110,662523568,50,1,1.3
0,6,102,1913007365,50,1,1.3
0,3,114,136533816,50,1,1.3
0,4,107,481803775,50,1,1.3
0,5,107,1012875080,50,1,1.3
0,4,105,1543283435,50,1,1.3
0,5,106,2131476789,50,1,1.3
1,5,108,2131476789,1.5,1,1.5
2,8,104,76707323,1.5,1,1.5
2,11,101,739308928,1.5,1,1.5
1,7,105,122043684,1.5,1,1.5
1,7,104,967566573,1.5,1,1.5
1,7,104,308801986,1.5,1,1.5
1,9,104,949417969,1.5,1,1.5
0,4,106,2072362197,1.5,1,1.5
1,4,109,1924898750,1.5,1,1.5
1,9,102,972654019,1.5,1,1.5
1,9,101,972654019,1.9,1,1.5
1,4,104,1095584658,1.9,1,1.5
0,5,105,1159937019,1.9,1,1.5
1,6,104,842579189,1.9,1,1.5
0,6,105,2064371584,1.9,1,1.5
1,11,101,294541956,1.9,1,1.5
1,4,106,1849622471,1.9,1,1.5
1,5,104,1116021376,1.9,1,1.5
1,4,107,1292715121,1.9,1,1.5
1,5,104,826898974,1.9,1,1.5
0,5,104,826898974,2,1,1.5
0,4,107,10736299,2,1,1.5
0,5,106,1957623099,2,1,1.5
0,4,111,1868246405,2,1,1.5
0,6,107,1690964471,2,1,1.5
0,6,103,994571114,2,1,1.5
0,4,107,1653274816,2,1,1.5
0,5,107,762726358,2,1,1.5
0,7,104,1494490434,2,1,1.5
0,6,105,1768406889,2,1,1.5
0,6,105,1768406889,3,1,1.5
0,5,107,1140556142,3,1,1.5
0,5,104,896663035,3,1,1.5
0,6,107,1695355704,3,1,1.5
0,5,106,985179332,3,1,1.5
0,8,106,1202438640,3,1,1.5
0,6,104,1212872513,3,1,1.5
0,6,102,1287809706,3,1,1.5
0,4,106,834968257,3,1,1.5
0,7,109,2141799431,3,1,1.5
0,7,109,2141799431,50,1,1.5
0,3,107,356905114,50,1,1.5
0,7,107,1077225978,50,1,1.5
0,3,112,2040503183,50,1,1.5
0,4,110,62737436,50,1,1.5
0,7,108,1841721758,50,1,1.5
0,5,107,400700738,50,1,1.5
0,7,107,1108954667,50,1,1.5
0,6,108,517067418,50,1,1.5
0,6,106,1334531285,50,1,1.5
3,3,104,1334531285,1.5,1,2
1,4,106,1303847163,1.5,1,2
4,1,108,1639377523,1.5,1,2
5,4,101,1125107232,1.5,1,2
3,5,109,967062185,1.5,1,2
6,2,103,27069079,1.5,1,2
3,3,105,1241170092,1.5,1,2
3,3,101,800961564,1.5,1,2
5,1,109,1162820141,1.5,1,2
2,3,107,910261673,1.5,1,2
2,3,107,910261673,1.9,1,2
7,3,98,1965611234,1.9,1,2
5,3,105,1240953685,1.9,1,2
7,1,115,285604784,1.9,1,2
3,1,107,2039637417,1.9,1,2
5,1,105,943415432,1.9,1,2
3,3,104,2017743612,1.9,1,2
3,2,108,1663795679,1.9,1,2
3,2,105,21814940,1.9,1,2
10,1,101,135170235,1.9,1,2
1,9,103,135170235,2,1,2
0,6,104,626808922,2,1,2
0,5,109,862138648,2,1,2
0,5,106,583184269,2,1,2
0,3,108,138681722,2,1,2
0,4,105,112219673,2,1,2
0,4,112,1859697318,2,1,2
0,5,105,201255954,2,1,2
0,5,105,825288980,2,1,2
0,7,101,526670420,2,1,2
0,5,108,526670420,3,1,2
0,4,110,1869933654,3,1,2
0,3,115,1000129085,3,1,2
0,3,109,94051058,3,1,2
0,5,105,1344425628,3,1,2
0,2,111,371878045,3,1,2
0,5,104,1144868145,3,1,2
