recombinations,back mutations,recurrent mutations,run seed,recombination cost,recurrent mutation cost,back mutation cost
210,31,140,1626,0.5,1,1
174,35,154,1612316340,0.5,1,1
189,36,142,2134325207,0.5,1,1
208,32,135,1974962458,0.5,1,1
197,40,140,111879051,0.5,1,1
199,29,134,1796453711,0.5,1,1
213,39,132,2035190387,0.5,1,1
233,29,136,1049235309,0.5,1,1
227,30,131,503244021,0.5,1,1
215,32,134,1831345977,0.5,1,1
212,34,135,1831345977,0.6,1,1
200,23,150,756251171,0.6,1,1
209,32,132,782401631,0.6,1,1
203,54,136,1218545061,0.6,1,1
203,38,137,1776278093,0.6,1,1
245,44,130,840109300,0.6,1,1
234,35,130,676264922,0.6,1,1
181,33,149,713640157,0.6,1,1
232,29,131,1537935613,0.6,1,1
196,33,139,1410985615,0.6,1,1
155,39,157,1410985615,0.9,1,1
152,37,167,1334005720,0.9,1,1
159,48,158,1469227444,0.9,1,1
183,44,152,1446471175,0.9,1,1
170,45,154,571679989,0.9,1,1
190,37,159,289336174,0.9,1,1
158,54,152,1893498894,0.9,1,1
178,43,154,1994860469,0.9,1,1
165,38,162,684273871,0.9,1,1
175,43,157,1185494241,0.9,1,1
38,83,222,1185494241,1,1,1
40,64,245,101204620,1,1,1
32,76,238,1699637592,1,1,1
35,82,230,1982696590,1,1,1
32,75,236,675175405,1,1,1
45,82,218,541858811,1,1,1
43,81,212,2023801067,1,1,1
38,76,226,1082016484,1,1,1
36,88,228,1090496672,1,1,1
53,76,229,1722269887,1,1,1
53,69,231,1722269887,1.1,1,1
40,84,218,1216037758,1.1,1,1
35,78,234,521201425,1.1,1,1
41,68,231,1013372016,1.1,1,1
28,85,232,1173903317,1.1,1,1
31,83,230,2113827024,1.1,1,1
33,100,222,278482621,1.1,1,1
45,77,232,608569643,1.1,1,1
33,91,240,393890787,1.1,1,1
34,82,223,637782651,1.1,1,1
19,101,233,637782651,1.5,1,1
22,87,244,928464310,1.5,1,1
20,80,242,139757440,1.5,1,1
28,91,221,1001057376,1.5,1,1
20,109,231,284747139,1.5,1,1
22,93,226,1337815406,1.5,1,1
20,80,248,1203412948,1.5,1,1
30,91,222,921646522,1.5,1,1
20,90,230,1115013256,1.5,1,1
21,89,241,1322191142,1.5,1,1
20,90,237,1322191142,1.9,1,1
21,96,225,1411066313,1.9,1,1
20,89,227,1824675288,1.9,1,1
23,80,245,1714263784,1.9,1,1
25,84,238,721411551,1.9,1,1
20,110,214,1092284517,1.9,1,1
30,91,217,1413291645,1.9,1,1
26,89,230,673489426,1.9,1,1
19,87,236,1965931251,1.9,1,1
17,87,241,1475212040,1.9,1,1
2,107,250,1475212040,2,1,1
5,98,252,263897960,2,1,1
3,100,245,1900490871,2,1,1
3,99,261,1008952577,2,1,1
4,115,234,150080252,2,1,1
4,101,257,1891372228,2,1,1
6,96,254,1579376463,2,1,1
4,101,249,1929553475,2,1,1
5,90,255,1334435798,2,1,1
3,111,239,1331453126,2,1,1
1,111,239,1331453126,3,1,1
1,101,249,575789827,3,1,1
0,111,244,2017949459,3,1,1
0,117,248,1869035032,3,1,1
1,126,234,732586795,3,1,1
1,110,239,1187841130,3,1,1
0,128,242,1871681494,3,1,1
1,98,268,1839274749,3,1,1
0,115,240,477470391,3,1,1
0,121,249,1558232066,3,1,1
0,121,240,1558232066,50,1,1
0,113,247,302882225,50,1,1
0,117,246,715909112,50,1,1
0,103,251,1112953502,50,1,1
0,111,254,1190768607,50,1,1
0,128,245,2011843296,50,1,1
0,127,250,1181885049,50,1,1
0,102,261,1335833314,50,1,1
0,112,252,97446856,50,1,1
0,119,245,706400476,50,1,1
241,22,141,706400476,0.5,1,1.3
225,37,147,631912694,0.5,1,1.3
232,40,139,43052293,0.5,1,1.3
232,22,140,656730848,0.5,1,1.3
226,34,146,1078243213,0.5,1,1.3
259,31,132,1829309789,0.5,1,1.3
250,21,143,679235482,0.5,1,1.3
247,27,133,402682293,0.5,1,1.3
215,35,144,2053360237,0.5,1,1.3
231,25,139,1917860141,0.5,1,1.3
231,25,140,1917860141,0.6,1,1.3
227,41,149,186926214,0.6,1,1.3
214,39,153,797164773,0.6,1,1.3
231,22,132,1113074835,0.6,1,1.3
236,33,137,617583042,0.6,1,1.3
221,20,147,1436733802,0.6,1,1.3
232,24,142,1862765273,0.6,1,1.3
220,27,141,710045807,0.6,1,1.3
237,21,143,127533000,0.6,1,1.3
219,33,146,1347504531,0.6,1,1.3
168,25,169,1347504531,0.9,1,1.3
164,23,166,376856016,0.9,1,1.3
199,30,162,1995503151,0.9,1,1.3
161,30,159,1074335904,0.9,1,1.3
167,39,155,1748179419,0.9,1,1.3
162,22,169,789583691,0.9,1,1.3
178,29,164,300050950,0.9,1,1.3
168,36,157,1367935424,0.9,1,1.3
157,30,179,320902896,0.9,1,1.3
174,36,149,1361869057,0.9,1,1.3
80,37,230,1361869057,1,1,1.3
77,34,255,1787272597,1,1,1.3
86,28,238,2018148834,1,1,1.3
72,34,248,1149792759,1,1,1.3
83,29,235,1047385165,1,1,1.3
83,34,240,1029252864,1,1,1.3
88,24,242,743773817,1,1,1.3
89,25,247,1836570935,1,1,1.3
79,29,249,602353081,1,1,1.3
79,36,232,281476853,1,1,1.3
78,36,232,281476853,1.1,1,1.3
74,35,235,797871216,1.1,1,1.3
69,34,253,1681871666,1.1,1,1.3
87,36,246,3923130,1.1,1,1.3
74,25,242,966407184,1.1,1,1.3
79,24,247,844606841,1.1,1,1.3
82,34,249,1684844992,1.1,1,1.3
77,33,249,1643258506,1.1,1,1.3
67,41,230,144015106,1.1,1,1.3
69,43,236,328969324,1.1,1,1.3
32,73,242,328969324,1.5,1,1.3
30,65,249,1845409164,1.5,1,1.3
31,65,246,912908335,1.5,1,1.3
40,71,233,1378789160,1.5,1,1.3
32,60,243,2112188154,1.5,1,1.3
