recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
21,0,0,2606769491.000000,0.000000,-1,-1,1,2,50,21,2147483647
20,0,0,2225652561.000000,0.000000,-1,-1,1,2,50,20,2147483647
22,0,0,3203193446.000000,0.000000,-1,-1,1,2,50,1000,2147483647
21,0,0,2707737854.000000,0.000000,-1,-1,1,2,50,1000,2147483647
21,0,0,3218340360.000000,0.000000,-1,-1,1,2,50,1000,2147483647
21,0,0,3565533928.000000,0.000000,-1,-1,1,2,50,1000,2147483647
21,0,0,2191059772.000000,0.000000,-1,-1,1,2,50,1000,2147483647
21,0,0,2470305173.000000,0.000000,-1,-1,1,2,50,1000,2147483647
21,0,0,1867531480.000000,0.000000,-1,-1,1,2,50,1000,2147483647
21,0,0,2478674556.000000,0.000000,-1,-1,1,2,50,1000,2147483647
-1,-1,-1,2224629451.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
-1,-1,-1,2822419637.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
-1,-1,-1,3639473984.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
-1,-1,-1,3342189655.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
-1,-1,-1,2554096638.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
18,2,1,3135034277.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
-1,-1,-1,2462230895.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
23,0,0,3643409738.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
-1,-1,-1,3400517679.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
-1,-1,-1,1772457711.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
-1,-1,-1,3532714647.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
15,5,2,3214743704.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
17,3,4,3378886656.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
-1,-1,-1,3118864618.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
-1,-1,-1,2098258810.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
17,4,1,2027320980.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
15,4,3,1656837584.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
-1,-1,-1,2269332211.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
-1,-1,-1,2960226412.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
13,3,5,2442746242.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
-1,-1,-1,3655846358.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
-1,-1,-1,2848520671.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
9,5,3,2911326119.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
-1,-1,-1,2358358658.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
-1,-1,-1,2985430946.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
-1,-1,-1,2513124678.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
12,5,1,3080088796.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
11,4,4,3758573923.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
-1,-1,-1,3597247237.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
-1,-1,-1,2889967031.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
-1,-1,-1,2976165963.000000,0.000000,1,1.01,1,2,50,1000,2147483647
-1,-1,-1,3423207085.000000,0.000000,1,1.01,1,2,50,1000,2147483647
8,10,9,2483326976.000000,0.000000,1,1.01,1,2,50,1000,2147483647
-1,-1,-1,3775569605.000000,0.000000,1,1.01,1,2,50,1000,2147483647
-1,-1,-1,2341195317.000000,0.000000,1,1.01,1,2,50,1000,2147483647
-1,-1,-1,3464525049.000000,0.000000,1,1.01,1,2,50,1000,2147483647
-1,-1,-1,2065694538.000000,0.000000,1,1.01,1,2,50,1000,2147483647
-1,-1,-1,3384417596.000000,0.000000,1,1.01,1,2,50,1000,2147483647
6,8,8,2295083971.000000,0.000000,1,1.01,1,2,50,1000,2147483647
-1,-1,-1,3067744271.000000,0.000000,1,1.01,1,2,50,1000,2147483647
4,16,24,3410021562.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
-1,-1,-1,3154343828.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
4,16,16,2113055530.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
-1,-1,-1,2616284975.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
4,11,14,3090027002.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
-1,-1,-1,3007464537.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
-1,-1,-1,3665983004.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
-1,-1,-1,2669210539.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
-1,-1,-1,2676306029.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
-1,-1,-1,2105944294.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
-1,-1,-1,3662418133.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
2,23,7,2992611868.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
-1,-1,-1,1715510106.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,11,4,2132334644.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
-1,-1,-1,3065815135.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
-1,-1,-1,1890631566.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
-1,-1,-1,3597480590.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
-1,-1,-1,1751794926.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
-1,-1,-1,3109371289.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
-1,-1,-1,2452596537.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
-1,-1,-1,1982570775.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,2418491412.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,2440263146.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,2642336031.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,1882628527.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,3187212679.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,3425380892.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,2641487982.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,2818345261.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,2406144029.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
-1,-1,-1,3563287065.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,1687671921.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,3372244509.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,1975211390.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,3571491496.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,3271111643.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,3691737519.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,3784489592.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,2872545118.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,2033416427.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
-1,-1,-1,2254588123.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,3509404046.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,3673563091.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,3606548395.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,2838074078.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,3342035435.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,1730193010.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,3514357901.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,1958645368.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,3196784716.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
-1,-1,-1,2890467032.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
-1,-1,-1,2147238457.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
-1,-1,-1,2397938521.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
-1,-1,-1,1715357866.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
-1,-1,-1,2929277076.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
-1,-1,-1,2873785543.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
-1,-1,-1,2511687189.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
-1,-1,-1,2102554934.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
