recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
7,0,0,3425422748.000000,0.000000,-1,-1,1,2,50,7,2147483647
7,0,0,2670002693.000000,0.000000,-1,-1,1,2,50,1000,2147483647
7,0,0,2590059817.000000,0.000000,-1,-1,1,2,50,1000,2147483647
7,0,0,2350690043.000000,0.000000,-1,-1,1,2,50,1000,2147483647
7,0,0,1851449033.000000,0.000000,-1,-1,1,2,50,1000,2147483647
7,0,0,2331779336.000000,0.000000,-1,-1,1,2,50,1000,2147483647
7,0,0,2681639007.000000,0.000000,-1,-1,1,2,50,1000,2147483647
7,0,0,1866211096.000000,0.000000,-1,-1,1,2,50,1000,2147483647
7,0,0,2756928360.000000,0.000000,-1,-1,1,2,50,1000,2147483647
7,0,0,3604781494.000000,0.000000,-1,-1,1,2,50,1000,2147483647
7,0,0,2702847111.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
7,0,0,1906278710.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
7,0,0,2967967443.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
7,0,0,1856422308.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
7,0,0,1885998356.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
7,0,0,3505419072.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
9,0,0,1786941865.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
7,0,0,3175908549.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
5,1,0,1700201281.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
7,0,0,2834785990.000000,0.000000,1.5,1.51,1,2,50,1000,2147483647
5,1,0,3689028996.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
2,3,0,2138666778.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
5,1,0,2154372184.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
5,1,0,3212640518.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
5,1,0,1937701060.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
4,2,0,3529862265.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
5,1,0,3593662790.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
3,2,0,3127284157.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
5,1,0,3282533382.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
6,1,0,1669422905.000000,0.000000,1.2,1.21,1,2,50,1000,2147483647
3,2,0,2263079417.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
3,2,0,3674700746.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
-1,-1,-1,1745795879.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
1,2,2,3412573114.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
3,2,0,1757690603.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
3,2,0,3478945532.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
3,2,0,3167930841.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
1,3,1,3304497447.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
5,1,0,2640150709.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
3,2,0,3596480271.000000,0.000000,1.1,1.11,1,2,50,1000,2147483647
2,3,0,1862679459.000000,0.000000,1,1.01,1,2,50,1000,2147483647
-1,-1,-1,3766328986.000000,0.000000,1,1.01,1,2,50,1000,2147483647
2,2,1,3602081966.000000,0.000000,1,1.01,1,2,50,1000,2147483647
1,4,0,1997737614.000000,0.000000,1,1.01,1,2,50,1000,2147483647
0,5,0,1811550920.000000,0.000000,1,1.01,1,2,50,1000,2147483647
-1,-1,-1,2205705976.000000,0.000000,1,1.01,1,2,50,1000,2147483647
1,3,1,1912870970.000000,0.000000,1,1.01,1,2,50,1000,2147483647
2,3,0,2621450707.000000,0.000000,1,1.01,1,2,50,1000,2147483647
1,4,0,3633104159.000000,0.000000,1,1.01,1,2,50,1000,2147483647
0,4,1,3148132856.000000,0.000000,1,1.01,1,2,50,1000,2147483647
0,3,2,3018625887.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
0,4,1,3417082563.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
0,5,0,3588074515.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
2,3,0,1864288432.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
0,5,0,2405181760.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
1,4,0,2618958864.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
0,5,0,3094199608.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
1,4,0,3776282230.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
0,5,0,3107944785.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
0,4,1,2181904595.000000,0.000000,0.9,0.91,1,2,50,1000,2147483647
0,4,1,3533558953.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,5,0,2305805476.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
1,3,1,3624807818.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,4,1,3237615731.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,5,0,3577010109.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,5,0,2942986605.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,5,0,3522363141.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,5,0,3252327966.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,4,1,1959525619.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,4,1,2064469042.000000,0.000000,0.8,0.81,1,2,50,1000,2147483647
0,5,0,3420941616.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,4,1,2762828796.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,4,1,2011540644.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,5,0,2039970201.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,3,2,1665882438.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,4,1,2284895972.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,4,1,1845383059.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,3,2,2471266906.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,4,1,2609884625.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,3,2,1647583390.000000,0.000000,0.7,0.71,1,2,50,1000,2147483647
0,4,1,2185258833.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,5,0,2984204998.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,3,2,1655057396.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,4,1,3723074138.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,4,1,2336674981.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,5,0,2639052042.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,5,0,2238235269.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,5,0,2959980050.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,5,0,3208676352.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,4,1,2106498262.000000,0.000000,0.6,0.61,1,2,50,1000,2147483647
0,4,1,2042586529.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,5,0,2160159190.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,5,0,1648895444.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,5,0,1696338186.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,4,1,2869011976.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,4,1,3424205851.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,5,0,1993348330.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,5,0,2836192383.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,4,1,3082830765.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,4,1,2988463623.000000,0.000000,0.5,0.51,1,2,50,1000,2147483647
0,5,0,2426773306.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,5,0,3099349115.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,3,2,3376428117.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,5,0,3159344111.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,4,1,2239463261.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,3,2,2216301388.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,4,1,3259246508.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,4,1,3689471138.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,4,1,3298973479.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,3,2,2142147493.000000,0.000000,0.4,0.41,1,2,50,1000,2147483647
0,5,0,2714658144.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,4,1,2584736762.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,5,0,2578642160.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,3,2,3520570871.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,4,1,2179737709.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,4,1,3606423003.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,5,0,2346948018.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,5,0,3003899482.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,3,2,3772024154.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,4,1,3226613277.000000,0.000000,0.3,0.31,1,2,50,1000,2147483647
0,4,1,1766585762.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,4,1,3318482868.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,4,1,2603760182.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,5,0,2604904477.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,4,1,2842721934.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,3,2,2551279446.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,4,1,1726545014.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,4,1,2942447589.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,5,0,3582558909.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,4,1,2268790115.000000,0.000000,0.2,0.21,1,2,50,1000,2147483647
0,3,2,2849593018.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,5,0,3175312084.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,4,1,3635808828.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,4,1,2512102352.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,5,0,2098276654.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,5,0,3615597224.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,4,1,2651840857.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,3,2,1962617810.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,4,1,2026383438.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,4,1,2064010352.000000,0.000000,0.1,0.11,1,2,50,1000,2147483647
0,5,0,2192819069.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,4,1,3572293042.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,4,1,1994017237.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,4,1,2531346190.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,5,0,2552675952.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,3,2,3738341705.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,4,1,1964641095.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,5,0,2743614725.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,4,1,1741125674.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,4,1,2576658302.000000,0.000000,0.01,0.02,1,2,50,1000,2147483647
0,5,0,3011672348.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
0,4,1,2729919084.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
0,5,0,1899629241.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
0,5,0,2063524580.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
0,5,0,2274237006.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
0,4,1,3397541290.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
0,4,1,2647960018.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
0,4,1,1668452950.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
0,5,0,1911217296.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
0,5,0,2103237433.000000,0.000000,1,1.1,-1,-1,50,1000,2147483647
7,0,0,1965280473.000000,0.000000,-1,-1,1,2,30,1000,2147483647
7,0,0,3307876726.000000,0.000000,-1,-1,1,2,30,1000,2147483647
7,0,0,3459332841.000000,0.000000,-1,-1,1,2,30,1000,2147483647
7,0,0,2101276531.000000,0.000000,-1,-1,1,2,30,1000,2147483647
7,0,0,2796280519.000000,0.000000,-1,-1,1,2,30,1000,2147483647
7,0,0,3664937151.000000,0.000000,-1,-1,1,2,30,1000,2147483647
7,0,0,3539135796.000000,0.000000,-1,-1,1,2,30,1000,2147483647
7,0,0,3793415790.000000,0.000000,-1,-1,1,2,30,1000,2147483647
7,0,0,3633766587.000000,0.000000,-1,-1,1,2,30,1000,2147483647
7,0,0,2581554273.000000,0.000000,-1,-1,1,2,30,1000,2147483647
8,0,0,2163068952.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
8,0,0,2511065351.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
5,1,0,1951249900.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
7,0,0,3256668831.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
7,0,0,2092042224.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
8,0,0,2785456687.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
7,0,0,1824303587.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
7,0,0,2471746573.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
8,0,0,2036395047.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
7,0,0,2223161315.000000,0.000000,1.5,1.51,1,2,30,1000,2147483647
5,1,0,3240867592.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
-1,-1,-1,3598315956.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
6,1,0,3201272255.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
5,1,0,1895336609.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
3,2,0,1724133072.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
-1,-1,-1,2655457454.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
5,1,0,3091014166.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
-1,-1,-1,3109452931.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
2,2,1,2568348658.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
8,0,0,3004649684.000000,0.000000,1.2,1.21,1,2,30,1000,2147483647
5,1,0,1910512250.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
1,3,1,1955888001.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
-1,-1,-1,3040448442.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
1,4,0,2390813055.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
3,2,0,2868520817.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
-1,-1,-1,2019032644.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
5,1,0,3478245912.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
3,2,0,2330930387.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
2,3,0,2005192317.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
7,0,0,2689741481.000000,0.000000,1.1,1.11,1,2,30,1000,2147483647
3,2,0,3462011857.000000,0.000000,1,1.01,1,2,30,1000,2147483647
-1,-1,-1,2892765799.000000,0.000000,1,1.01,1,2,30,1000,2147483647
1,4,0,3425983053.000000,0.000000,1,1.01,1,2,30,1000,2147483647
2,3,0,3241935080.000000,0.000000,1,1.01,1,2,30,1000,2147483647
0,3,2,2498031199.000000,0.000000,1,1.01,1,2,30,1000,2147483647
1,4,0,2717368395.000000,0.000000,1,1.01,1,2,30,1000,2147483647
1,3,1,3447277717.000000,0.000000,1,1.01,1,2,30,1000,2147483647
2,3,0,3117630440.000000,0.000000,1,1.01,1,2,30,1000,2147483647
1,4,0,3665445340.000000,0.000000,1,1.01,1,2,30,1000,2147483647
3,2,0,3641077801.000000,0.000000,1,1.01,1,2,30,1000,2147483647
0,3,2,2548757391.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
0,5,0,2607772233.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
2,3,0,2569091117.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
0,5,0,2642504583.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
-1,-1,-1,2014394590.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
-1,-1,-1,3057384332.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
1,4,0,1844260567.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
1,3,1,2425058654.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
1,4,0,2289424977.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
1,3,1,2424405920.000000,0.000000,0.9,0.91,1,2,30,1000,2147483647
0,4,1,2225032411.000000,0.000000,0.8,0.81,1,2,30,1000,2147483647
1,4,0,3739591557.000000,0.000000,0.8,0.81,1,2,30,1000,2147483647
