recombinations,back mutations,recurrent mutations,run seed,recombination cost,recurrent mutation cost,back mutation cost
55,101,126,1219,1.5,1,1.1
55,82,139,1819379090,1.5,1,1.1
58,74,133,1145921797,1.5,1,1.1
59,66,144,208987250,1.5,1,1.1
65,69,142,1859645298,1.5,1,1.1
58,80,130,109413577,1.5,1,1.1
70,71,142,1423494907,1.5,1,1.1
66,69,139,1691427689,1.5,1,1.1
65,70,136,1285713237,1.5,1,1.1
69,78,125,616461267,1.5,1,1.1
56,82,140,616461267,1.9,1,1.1
39,81,161,2093450530,1.9,1,1.1
54,76,135,1551482038,1.9,1,1.1
56,76,147,2037807614,1.9,1,1.1
47,80,154,219259490,1.9,1,1.1
48,76,143,601361346,1.9,1,1.1
38,87,155,1056432286,1.9,1,1.1
50,70,149,1320213482,1.9,1,1.1
55,62,154,679347520,1.9,1,1.1
50,75,146,81094294,1.9,1,1.1
39,73,174,81094294,2,1,1.1
42,78,167,636685131,2,1,1.1
38,82,167,266587552,2,1,1.1
36,80,180,1309735384,2,1,1.1
26,81,184,399927621,2,1,1.1
27,81,187,1140308762,2,1,1.1
36,68,189,1366173913,2,1,1.1
34,85,175,1730032671,2,1,1.1
42,70,161,603998365,2,1,1.1
40,77,166,192321233,2,1,1.1
13,112,171,192321233,3,1,1.1
14,100,183,151255788,3,1,1.1
16,104,181,1883444698,3,1,1.1
15,106,189,1193934250,3,1,1.1
9,112,188,1792768221,3,1,1.1
8,92,206,535206152,3,1,1.1
15,85,199,1245595779,3,1,1.1
4,107,207,908032989,3,1,1.1
10,106,190,1202560440,3,1,1.1
9,102,213,1820016900,3,1,1.1
0,117,223,1820016900,50,1,1.1
0,135,198,1478566048,50,1,1.1
0,149,173,1027637266,50,1,1.1
0,112,223,1940557686,50,1,1.1
0,113,222,1948646596,50,1,1.1
0,119,204,479601321,50,1,1.1
0,106,241,930143824,50,1,1.1
0,133,190,1630681415,50,1,1.1
0,151,188,1774298445,50,1,1.1
0,127,197,2026697383,50,1,1.1
64,56,149,2026697383,1.5,1,1.3
60,71,140,217856191,1.5,1,1.3
59,75,146,1407973645,1.5,1,1.3
64,71,136,1492674081,1.5,1,1.3
55,71,146,889958605,1.5,1,1.3
65,58,151,2133485891,1.5,1,1.3
67,65,135,948513947,1.5,1,1.3
62,69,150,2035709706,1.5,1,1.3
63,76,141,1935330586,1.5,1,1.3
61,66,147,98110908,1.5,1,1.3
52,77,148,98110908,1.9,1,1.3
45,81,163,1189115980,1.9,1,1.3
55,72,147,1308706950,1.9,1,1.3
54,65,153,2024010019,1.9,1,1.3
50,73,159,1164749394,1.9,1,1.3
48,69,158,1071284734,1.9,1,1.3
46,79,158,2075906835,1.9,1,1.3
52,72,146,162927467,1.9,1,1.3
48,78,149,704235496,1.9,1,1.3
49,73,155,537177545,1.9,1,1.3
40,70,172,537177545,2,1,1.3
38,69,186,1873732941,2,1,1.3
35,83,180,2029898375,2,1,1.3
32,87,161,1240592613,2,1,1.3
35,80,167,1094191909,2,1,1.3
39,79,167,1627986426,2,1,1.3
39,86,169,857320524,2,1,1.3
35,69,178,2090284145,2,1,1.3
30,92,169,1082879321,2,1,1.3
31,78,175,869473987,2,1,1.3
13,109,178,869473987,3,1,1.3
13,99,200,1214694757,3,1,1.3
12,104,194,1152715659,3,1,1.3
14,99,184,2134117125,3,1,1.3
12,99,192,847289063,3,1,1.3
15,86,191,70860311,3,1,1.3
13,97,204,1461388199,3,1,1.3
16,94,208,983246924,3,1,1.3
15,104,187,740174194,3,1,1.3
14,91,201,1840476166,3,1,1.3
0,111,225,1840476166,50,1,1.3
0,123,214,1124405490,50,1,1.3
0,88,250,1480335291,50,1,1.3
0,116,223,1612802048,50,1,1.3
0,130,209,1430144481,50,1,1.3
0,114,223,1620802314,50,1,1.3
0,124,212,457056732,50,1,1.3
0,120,205,1445155743,50,1,1.3
0,127,198,1919356890,50,1,1.3
0,128,206,1890749067,50,1,1.3
73,41,162,1890749067,1.5,1,1.5
60,57,160,504536386,1.5,1,1.5
52,58,168,641882344,1.5,1,1.5
58,52,161,2015479689,1.5,1,1.5
57,77,136,772786642,1.5,1,1.5
57,54,167,1394553789,1.5,1,1.5
70,44,163,970553308,1.5,1,1.5
67,52,161,1484686115,1.5,1,1.5
53,71,152,476144050,1.5,1,1.5
52,70,154,1790178608,1.5,1,1.5
53,74,150,1790178608,1.9,1,1.5
62,57,161,1115768853,1.9,1,1.5
60,53,162,1285993470,1.9,1,1.5
50,73,154,1781696869,1.9,1,1.5
60,48,167,1322767960,1.9,1,1.5
56,74,155,2049175131,1.9,1,1.5
57,74,144,1894971711,1.9,1,1.5
62,72,151,2130287520,1.9,1,1.5
49,64,170,585611637,1.9,1,1.5
53,55,179,1230114323,1.9,1,1.5
37,56,204,1230114323,2,1,1.5
42,63,187,1335056444,2,1,1.5
38,64,197,2041628566,2,1,1.5
41,85,160,1492233851,2,1,1.5
38,84,158,1754590285,2,1,1.5
46,73,171,1002920911,2,1,1.5
38,62,183,1420673877,2,1,1.5
38,56,200,894681734,2,1,1.5
40,83,189,877317073,2,1,1.5
45,56,192,879050459,2,1,1.5
17,85,213,879050459,3,1,1.5
15,94,205,1836691641,3,1,1.5
18,88,194,1289803514,3,1,1.5
20,82,208,1743253211,3,1,1.5
13,100,185,1232899190,3,1,1.5
20,76,215,514909829,3,1,1.5
14,92,201,1921539822,3,1,1.5
16,104,174,987793775,3,1,1.5
17,83,206,1273407689,3,1,1.5
15,100,184,1230259405,3,1,1.5
0,111,230,1230259405,50,1,1.5
0,133,194,955522561,50,1,1.5
0,102,246,1843284842,50,1,1.5
0,112,228,1441117827,50,1,1.5
0,123,203,1689247180,50,1,1.5
0,119,217,298038221,50,1,1.5
0,102,246,1820562764,50,1,1.5
0,114,218,1009689598,50,1,1.5
0,107,221,318146432,50,1,1.5
0,111,225,865926770,50,1,1.5
109,17,159,865926770,1.5,1,2
91,24,170,1938116319,1.5,1,2
91,32,163,1539406703,1.5,1,2
88,31,172,1296472865,1.5,1,2
99,31,147,850558020,1.5,1,2
102,26,156,61126312,1.5,1,2
99,29,157,694679646,1.5,1,2
103,28,154,1344350501,1.5,1,2
96,32,154,745058501,1.5,1,2
86,30,167,968923786,1.5,1,2
81,30,174,968923786,1.9,1,2
80,24,175,1289987267,1.9,1,2
90,28,164,210928317,1.9,1,2
93,24,178,332152497,1.9,1,2
85,20,182,1806818842,1.9,1,2
84,26,181,728240535,1.9,1,2
81,22,192,598734895,1.9,1,2
101,25,151,305723509,1.9,1,2
104,21,176,1515326064,1.9,1,2
110,18,158,1012223114,1.9,1,2
48,63,181,1012223114,2,1,2
42,39,228,1627533648,2,1,2
40,43,224,1454447951,2,1,2
36,55,202,644808762,2,1,2
40,57,187,1861329386,2,1,2
36,49,221,124600182,2,1,2
40,46,198,1012298585,2,1,2
44,56,203,253635098,2,1,2
42,43,226,2080173303,2,1,2
38,47,219,71615302,2,1,2
18,58,227,71615302,3,1,2
18,66,232,1970960659,3,1,2
26,48,231,1474436048,3,1,2
24,72,204,235743564,3,1,2
22,54,254,1040055438,3,1,2
23,69,224,1437173786,3,1,2
17,49,251,1663937112,3,1,2
21,60,226,8566311,3,1,2
26,68,210,1920431454,3,1,2
22,70,226,1203879819,3,1,2
0,87,277,1203879819,50,1,2
0,94,248,429878772,50,1,2
0,109,229,193776980,50,1,2
0,96,258,1817511166,50,1,2
0,110,231,1702384781,50,1,2
0,71,296,2047161095,50,1,2
0,91,270,1103414274,50,1,2
0,82,270,166707626,50,1,2
0,95,269,871903356,50,1,2
0,87,263,89728492,50,1,2
101,14,179,89728492,1.5,1,3
93,13,185,259616708,1.5,1,3
104,15,170,218405884,1.5,1,3
111,20,158,651915694,1.5,1,3
111,11,169,1578048378,1.5,1,3
109,14,173,34881615,1.5,1,3
114,13,172,52596949,1.5,1,3
112,9,171,1999662936,1.5,1,3
108,7,183,892485849,1.5,1,3
105,10,191,395650579,1.5,1,3
107,15,175,395650579,1.9,1,3
100,13,185,1923175550,1.9,1,3
118,19,168,516248815,1.9,1,3
106,9,182,1467438424,1.9,1,3
100,20,181,1472642394,1.9,1,3
109,12,164,368724529,1.9,1,3
101,11,180,1881684332,1.9,1,3
129,13,155,1853785556,1.9,1,3
106,15,188,743866191,1.9,1,3
114,12,169,1511145536,1.9,1,3
66,18,221,1511145536,2,1,3
61,17,229,1134551983,2,1,3
66,15,225,485121861,2,1,3
67,19,217,1465757723,2,1,3
70,15,239,1875880743,2,1,3
66,22,216,625495597,2,1,3
80,26,193,390889877,2,1,3
71,21,218,1490976500,2,1,3
63,18,225,148143817,2,1,3
65,13,225,1468264611,2,1,3
37,31,250,1468264611,3,1,3
27,32,266,985594122,3,1,3
26,24,272,801775889,3,1,3
37,29,266,342445794,3,1,3
30,47,244,1268697357,3,1,3
39,33,231,1340991097,3,1,3
35,40,234,1908687609,3,1,3
32,49,233,147389284,3,1,3
38,43,244,567642601,3,1,3
25,37,252,1497493077,3,1,3
0,55,322,1497493077,50,1,3
0,65,333,1419960279,50,1,3
0,58,326,1475139654,50,1,3
0,54,343,1856735819,50,1,3
0,70,305,823715141,50,1,3
0,72,290,239262697,50,1,3
0,60,327,1704536389,50,1,3
0,64,337,37618993,50,1,3
0,85,301,702807028,50,1,3
0,52,324,1386881378,50,1,3
121,2,176,1386881378,1.5,1,50
117,4,197,1703137407,1.5,1,50
111,4,183,487358982,1.5,1,50
119,1,186,1427259974,1.5,1,50
120,4,187,969167282,1.5,1,50
124,7,188,559455023,1.5,1,50
129,10,187,739864949,1.5,1,50
108,5,202,998711763,1.5,1,50
124,2,176,2056925353,1.5,1,50
127,0,204,1232150743,1.5,1,50
128,0,205,1232150743,1.9,1,50
101,0,204,1957576341,1.9,1,50
121,2,176,1958771074,1.9,1,50
131,2,185,1673402663,1.9,1,50
120,0,178,1654327100,1.9,1,50
105,2,193,884749685,1.9,1,50
125,4,174,1752819019,1.9,1,50
130,7,173,1582374474,1.9,1,50
119,3,196,1303056632,1.9,1,50
113,12,185,1020157232,1.9,1,50
73,11,264,1020157232,2,1,50
83,4,245,1035780573,2,1,50
85,2,254,1130242425,2,1,50
84,3,254,1422974357,2,1,50
88,1,247,1880876814,2,1,50
112,4,229,673663899,2,1,50
