recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
5,0,0,1695081054.000000,0.040882,-1,-1,1,2,50,5,2147483647
5,0,0,3276079799.000000,0.041891,-1,-1,1,2,50,1000,2147483647
5,0,0,2594895358.000000,0.042320,-1,-1,1,2,50,1000,2147483647
5,0,0,1959700021.000000,0.040084,-1,-1,1,2,50,1000,2147483647
5,0,0,3393871815.000000,0.039947,-1,-1,1,2,50,1000,2147483647
5,0,0,3560268697.000000,0.039217,-1,-1,1,2,50,1000,2147483647
5,0,0,3728947510.000000,0.039768,-1,-1,1,2,50,1000,2147483647
5,0,0,1782584220.000000,0.040551,-1,-1,1,2,50,1000,2147483647
5,0,0,3412653811.000000,0.041128,-1,-1,1,2,50,1000,2147483647
5,0,0,2279875262.000000,0.039964,-1,-1,1,2,50,1000,2147483647
1,1,1,2816113875.000000,0.040603,1.5,1.51,1,2,50,1000,2147483647
1,2,0,2969104525.000000,0.040647,1.5,1.51,1,2,50,1000,2147483647
1,2,0,2548771095.000000,0.041552,1.5,1.51,1,2,50,1000,2147483647
1,1,1,2176705464.000000,0.041156,1.5,1.51,1,2,50,1000,2147483647
1,1,1,2638121668.000000,0.039928,1.5,1.51,1,2,50,1000,2147483647
1,1,1,1658351534.000000,0.041669,1.5,1.51,1,2,50,1000,2147483647
1,1,1,1655092698.000000,0.042036,1.5,1.51,1,2,50,1000,2147483647
1,1,1,2161351582.000000,0.039617,1.5,1.51,1,2,50,1000,2147483647
1,2,0,2845737132.000000,0.041055,1.5,1.51,1,2,50,1000,2147483647
1,2,0,3385807653.000000,0.041677,1.5,1.51,1,2,50,1000,2147483647
1,2,0,1654335853.000000,0.044403,1.2,1.21,1,2,50,1000,2147483647
1,2,0,2735703240.000000,0.040395,1.2,1.21,1,2,50,1000,2147483647
1,1,1,2594831299.000000,0.040384,1.2,1.21,1,2,50,1000,2147483647
1,2,0,2395907084.000000,0.041469,1.2,1.21,1,2,50,1000,2147483647
1,1,1,2903683739.000000,0.041514,1.2,1.21,1,2,50,1000,2147483647
1,1,1,2913120714.000000,0.043573,1.2,1.21,1,2,50,1000,2147483647
1,1,1,1763486654.000000,0.046986,1.2,1.21,1,2,50,1000,2147483647
1,2,0,3532700652.000000,0.042902,1.2,1.21,1,2,50,1000,2147483647
1,2,0,1842881079.000000,0.040963,1.2,1.21,1,2,50,1000,2147483647
1,2,0,3336880536.000000,0.042000,1.2,1.21,1,2,50,1000,2147483647
1,2,0,2952052502.000000,0.040505,1.1,1.11,1,2,50,1000,2147483647
1,2,0,2707691004.000000,0.039749,1.1,1.11,1,2,50,1000,2147483647
1,1,1,2673460277.000000,0.041004,1.1,1.11,1,2,50,1000,2147483647
1,1,1,2567982011.000000,0.041235,1.1,1.11,1,2,50,1000,2147483647
1,2,0,3360380853.000000,0.040868,1.1,1.11,1,2,50,1000,2147483647
1,1,1,2235138503.000000,0.040384,1.1,1.11,1,2,50,1000,2147483647
1,2,0,3652693291.000000,0.042100,1.1,1.11,1,2,50,1000,2147483647
1,1,1,3087941600.000000,0.041449,1.1,1.11,1,2,50,1000,2147483647
1,1,1,3387700184.000000,0.041566,1.1,1.11,1,2,50,1000,2147483647
1,1,1,3093028629.000000,0.041176,1.1,1.11,1,2,50,1000,2147483647
0,2,1,2686575589.000000,0.041806,1,1.01,1,2,50,1000,2147483647
1,1,1,2265367244.000000,0.039807,1,1.01,1,2,50,1000,2147483647
1,1,1,2574774824.000000,0.041932,1,1.01,1,2,50,1000,2147483647
1,1,1,1871611114.000000,0.041510,1,1.01,1,2,50,1000,2147483647
1,2,0,3511743814.000000,0.041056,1,1.01,1,2,50,1000,2147483647
0,3,0,3454161602.000000,0.041319,1,1.01,1,2,50,1000,2147483647
0,3,0,2950971355.000000,0.047777,1,1.01,1,2,50,1000,2147483647
0,2,1,3408188931.000000,0.049057,1,1.01,1,2,50,1000,2147483647
1,2,0,1875435052.000000,0.046993,1,1.01,1,2,50,1000,2147483647
1,1,1,3112911262.000000,0.042797,1,1.01,1,2,50,1000,2147483647
0,3,0,3193632788.000000,0.040164,0.9,0.91,1,2,50,1000,2147483647
0,2,1,2024518083.000000,0.040835,0.9,0.91,1,2,50,1000,2147483647
0,3,0,2113259998.000000,0.041191,0.9,0.91,1,2,50,1000,2147483647
0,2,1,1683814614.000000,0.040872,0.9,0.91,1,2,50,1000,2147483647
0,2,1,1670416627.000000,0.040030,0.9,0.91,1,2,50,1000,2147483647
0,2,1,3086253525.000000,0.041401,0.9,0.91,1,2,50,1000,2147483647
0,3,0,3011360827.000000,0.041594,0.9,0.91,1,2,50,1000,2147483647
0,2,1,2677441896.000000,0.040598,0.9,0.91,1,2,50,1000,2147483647
0,2,1,1857166982.000000,0.041226,0.9,0.91,1,2,50,1000,2147483647
0,3,0,2494561993.000000,0.040489,0.9,0.91,1,2,50,1000,2147483647
0,2,1,2826365448.000000,0.039694,0.8,0.81,1,2,50,1000,2147483647
0,2,1,3113718560.000000,0.040059,0.8,0.81,1,2,50,1000,2147483647
0,3,0,3076512390.000000,0.040522,0.8,0.81,1,2,50,1000,2147483647
0,2,1,3028845021.000000,0.040945,0.8,0.81,1,2,50,1000,2147483647
0,2,1,2494022546.000000,0.045256,0.8,0.81,1,2,50,1000,2147483647
0,3,0,3127749462.000000,0.047014,0.8,0.81,1,2,50,1000,2147483647
