recombinations,back mutations,recurrent mutations,run seed,recombination cost,recurrent mutation cost,back mutation cost
99,20,21,1311,0.5,1,1
98,29,12,290667943,0.5,1,1
98,26,14,1250567816,0.5,1,1
94,24,17,950420786,0.5,1,1
99,28,11,382840865,0.5,1,1
89,26,16,75869165,0.5,1,1
105,31,17,2025559209,0.5,1,1
92,20,18,1351198386,0.5,1,1
99,26,13,2035266060,0.5,1,1
97,31,11,254598086,0.5,1,1
100,31,10,254598086,0.6,1,1
94,25,15,1261297026,0.6,1,1
95,30,17,129278306,0.6,1,1
100,25,17,518943273,0.6,1,1
96,25,16,479119800,0.6,1,1
92,25,16,844539385,0.6,1,1
91,30,17,291107305,0.6,1,1
98,22,17,365825329,0.6,1,1
100,23,14,110944591,0.6,1,1
100,26,15,1949260839,0.6,1,1
88,33,20,1949260839,0.9,1,1
95,27,24,1564686209,0.9,1,1
89,35,18,1873820784,0.9,1,1
89,25,20,609172874,0.9,1,1
94,26,17,487166488,0.9,1,1
100,28,21,1748449099,0.9,1,1
79,29,19,8530880,0.9,1,1
82,26,22,713481629,0.9,1,1
91,35,16,1327402113,0.9,1,1
84,33,16,2144385954,0.9,1,1
26,50,43,2144385954,1,1,1
22,56,52,952611842,1,1,1
17,54,50,15235163,1,1,1
32,52,45,1933064885,1,1,1
23,55,47,1455163684,1,1,1
26,52,46,1689767072,1,1,1
26,46,57,245773623,1,1,1
26,44,55,612872847,1,1,1
24,59,46,1384387479,1,1,1
31,54,45,1452041208,1,1,1
30,53,46,1452041208,1.1,1,1
24,55,49,1388535688,1.1,1,1
26,43,50,852086899,1.1,1,1
30,54,50,707528616,1.1,1,1
27,45,52,1818769533,1.1,1,1
26,50,57,970463385,1.1,1,1
24,56,41,2106177462,1.1,1,1
19,60,50,1593574632,1.1,1,1
25,64,47,345828809,1.1,1,1
29,63,45,1396578321,1.1,1,1
20,55,52,1396578321,1.5,1,1
17,61,52,363890521,1.5,1,1
15,64,49,1659398466,1.5,1,1
18,56,55,176787563,1.5,1,1
20,73,45,1869300115,1.5,1,1
18,58,53,1655484225,1.5,1,1
16,56,49,1429055866,1.5,1,1
20,50,48,504650649,1.5,1,1
20,51,60,199340240,1.5,1,1
16,47,65,732776642,1.5,1,1
16,49,63,732776642,1.9,1,1
20,69,48,780622846,1.9,1,1
19,52,59,1087087711,1.9,1,1
16,72,42,50543855,1.9,1,1
21,55,47,1734253877,1.9,1,1
14,73,47,466912805,1.9,1,1
15,63,47,1173693154,1.9,1,1
13,52,58,301080865,1.9,1,1
20,43,60,1093705224,1.9,1,1
16,55,49,373191170,1.9,1,1
9,58,63,373191170,2,1,1
8,63,58,163799389,2,1,1
7,53,83,1284795986,2,1,1
11,65,59,483481568,2,1,1
7,55,62,1497382886,2,1,1
7,57,65,165670712,2,1,1
12,64,49,642391748,2,1,1
5,69,52,1553363041,2,1,1
10,70,49,449387481,2,1,1
6,72,48,569539883,2,1,1
5,73,53,569539883,3,1,1
7,68,63,1963632331,3,1,1
7,67,54,1618423552,3,1,1
5,74,59,573701505,3,1,1
5,64,59,475014925,3,1,1
4,66,63,267355868,3,1,1
5,47,85,349926826,3,1,1
5,56,64,20797356,3,1,1
6,84,51,785519751,3,1,1
4,56,81,1504536741,3,1,1
0,67,87,1504536741,50,1,1
0,64,77,2133569066,50,1,1
0,81,67,315130437,50,1,1
0,77,68,2092964157,50,1,1
0,73,81,1575650486,50,1,1
0,75,80,880648081,50,1,1
0,86,67,1960964615,50,1,1
0,70,74,137866927,50,1,1
0,70,76,869443686,50,1,1
0,64,86,304352675,50,1,1
111,30,15,304352675,0.5,1,1.3
116,17,20,1525614209,0.5,1,1.3
118,8,20,925493286,0.5,1,1.3
111,7,25,1855225327,0.5,1,1.3
104,31,21,1622582415,0.5,1,1.3
116,19,20,1105719771,0.5,1,1.3
118,22,18,1113066054,0.5,1,1.3
117,9,19,448077791,0.5,1,1.3
111,13,20,1312854461,0.5,1,1.3
121,24,16,1589813557,0.5,1,1.3
120,16,17,1589813557,0.6,1,1.3
116,21,21,286753306,0.6,1,1.3
119,14,16,744226031,0.6,1,1.3
116,7,23,667528051,0.6,1,1.3
114,17,22,104030022,0.6,1,1.3
112,22,20,281178318,0.6,1,1.3
116,13,23,2141018198,0.6,1,1.3
117,33,16,673761319,0.6,1,1.3
124,2,17,640213655,0.6,1,1.3
118,18,20,205239808,0.6,1,1.3
89,30,22,205239808,0.9,1,1.3
98,22,26,225141985,0.9,1,1.3
84,23,23,311227735,0.9,1,1.3
86,28,19,663475944,0.9,1,1.3
92,23,21,723109565,0.9,1,1.3
97,28,18,1506241838,0.9,1,1.3
87,23,23,1657990467,0.9,1,1.3
84,33,21,557439069,0.9,1,1.3
92,31,17,1432640384,0.9,1,1.3
82,20,23,1662061947,0.9,1,1.3
46,30,56,1662061947,1,1,1.3
55,34,52,1222901949,1,1,1.3
50,27,62,1152228167,1,1,1.3
55,33,46,2128691708,1,1,1.3
43,25,64,1043892776,1,1,1.3
48,27,65,1553014721,1,1,1.3
46,22,67,834181358,1,1,1.3
42,27,61,27306233,1,1,1.3
55,18,63,1130792284,1,1,1.3
51,35,56,343268838,1,1,1.3
48,25,56,343268838,1.1,1,1.3
50,28,68,231491074,1.1,1,1.3
52,30,56,44203,1.1,1,1.3
49,29,60,1488987841,1.1,1,1.3
40,26,58,1477881665,1.1,1,1.3
56,29,65,1736506547,1.1,1,1.3
45,21,71,211723118,1.1,1,1.3
50,21,66,1149358325,1.1,1,1.3
44,33,69,451041971,1.1,1,1.3
40,36,69,1227820227,1.1,1,1.3
22,43,75,1227820227,1.5,1,1.3
19,46,61,326226142,1.5,1,1.3
28,37,62,408778271,1.5,1,1.3
