recombinations,sequencing errors,recurrent mutations,run seed,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
0,0,0,3101199997.000000,0.5,0.51,1,2,30,1000,2147483647
0,0,0,1948226099.000000,0.5,0.51,1,2,30,1000,2147483647
0,0,0,2666374021.000000,0.5,0.51,1,2,30,1000,2147483647
0,0,0,2538974991.000000,0.5,0.51,1,2,30,1000,2147483647
0,0,0,3383738197.000000,0.5,0.51,1,2,30,1000,2147483647
0,0,0,3516822687.000000,0.5,0.51,1,2,30,1000,2147483647
0,0,0,3614369826.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,2862411604.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,1856656416.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,2439107918.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,2410716201.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,3360596305.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,2673217626.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,3637323928.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,2509995730.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,3457001087.000000,0.4,0.41,1,2,30,1000,2147483647
0,0,0,1815523060.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,3159164795.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,3656660109.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,3727592642.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,1903688760.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,2433488609.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,3367504784.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,2232630892.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,1667698554.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,2102104758.000000,0.3,0.31,1,2,30,1000,2147483647
0,0,0,2036678222.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,1955907752.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,2850535084.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,2824993174.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,3558493730.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,3218804250.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,3293944115.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,1735164666.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,2769828987.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,3495905981.000000,0.2,0.21,1,2,30,1000,2147483647
0,0,0,2055451982.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,3314224255.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,2239750973.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,3405760933.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,3363944273.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,2727924337.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,2427219291.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,2554001608.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,1670550818.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,1678831317.000000,0.1,0.11,1,2,30,1000,2147483647
0,0,0,1900568301.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,3112749203.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,3760889904.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,3769093010.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,2195596387.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,2472169687.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,3132493856.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,1992207394.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,2910578618.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,2897828620.000000,0.01,0.02,1,2,30,1000,2147483647
0,0,0,3124962552.000000,1,1.1,-1,-1,30,1000,2147483647
0,0,0,2957947980.000000,1,1.1,-1,-1,30,1000,2147483647
0,0,0,3375528418.000000,1,1.1,-1,-1,30,1000,2147483647
0,0,0,2569549525.000000,1,1.1,-1,-1,30,1000,2147483647
0,0,0,2241665246.000000,1,1.1,-1,-1,30,1000,2147483647
0,0,0,2893629586.000000,1,1.1,-1,-1,30,1000,2147483647
0,0,0,2303009459.000000,1,1.1,-1,-1,30,1000,2147483647
0,0,0,3317325855.000000,1,1.1,-1,-1,30,1000,2147483647
0,0,0,2378139061.000000,1,1.1,-1,-1,30,1000,2147483647
0,0,0,1855395507.000000,1,1.1,-1,-1,30,1000,2147483647
