recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
87,11,64,1178,0.051561,0.5,1,1
76,15,65,397279024,0.053855,0.5,1,1
81,15,65,1216072336,0.051800,0.5,1,1
83,16,65,1122146568,0.051192,0.5,1,1
85,13,70,34404692,0.059779,0.5,1,1
74,16,67,577331800,0.044646,0.5,1,1
92,18,61,28492127,0.050035,0.5,1,1
88,16,64,1857950568,0.051899,0.5,1,1
93,26,65,108051224,0.056322,0.5,1,1
86,20,59,266497248,0.045388,0.5,1,1
86,30,59,266497248,0.056622,0.6,1,1
105,21,54,110222863,0.061752,0.6,1,1
89,14,62,1348812589,0.050613,0.6,1,1
91,30,51,1289655135,0.049261,0.6,1,1
79,15,74,726646408,0.044905,0.6,1,1
90,15,60,239034849,0.042532,0.6,1,1
91,16,65,1907490661,0.051841,0.6,1,1
72,21,64,1025860656,0.046033,0.6,1,1
77,23,63,618984651,0.044338,0.6,1,1
82,25,60,469132190,0.051538,0.6,1,1
72,28,62,469132190,0.049128,0.9,1,1
72,19,69,1583102266,0.048122,0.9,1,1
65,18,68,2134750433,0.042279,0.9,1,1
73,25,66,1727701928,0.047256,0.9,1,1
66,21,67,1621487931,0.039406,0.9,1,1
76,17,69,976413364,0.046589,0.9,1,1
69,33,72,1217811763,0.039346,0.9,1,1
72,12,74,2124026124,0.044032,0.9,1,1
82,18,58,393372993,0.047402,0.9,1,1
75,16,63,206461886,0.041287,0.9,1,1
17,28,99,206461886,0.025489,1,1,1
20,28,101,694328232,0.024900,1,1,1
14,41,90,905282120,0.020076,1,1,1
21,22,100,2009725952,0.020527,1,1,1
17,25,101,466828860,0.024924,1,1,1
25,24,100,572793720,0.025904,1,1,1
16,33,98,616805031,0.021901,1,1,1
13,26,105,1861591692,0.017670,1,1,1
14,31,104,878626292,0.023099,1,1,1
23,29,98,1903039451,0.026124,1,1,1
23,29,98,1903039451,0.030148,1.1,1,1
17,29,109,558168545,0.026585,1.1,1,1
21,32,93,1520546165,0.023865,1.1,1,1
19,33,102,1081231958,0.025313,1.1,1,1
17,27,101,1902968038,0.020601,1.1,1,1
24,25,102,1438265422,0.028048,1.1,1,1
15,29,104,1346273265,0.018548,1.1,1,1
26,33,90,1193957677,0.028490,1.1,1,1
20,33,100,127187011,0.026339,1.1,1,1
30,24,100,631141016,0.028949,1.1,1,1
15,25,110,631141016,0.026430,1.5,1,1
11,33,99,2129275571,0.017268,1.5,1,1
8,49,95,784169389,0.021834,1.5,1,1
21,33,96,985515943,0.024357,1.5,1,1
16,34,93,207894753,0.019748,1.5,1,1
11,40,93,2088475580,0.016360,1.5,1,1
7,39,102,1034325029,0.016766,1.5,1,1
12,38,102,902497917,0.022600,1.5,1,1
16,37,94,1491106467,0.022566,1.5,1,1
13,46,99,1760466057,0.024379,1.5,1,1
14,41,102,1760466057,0.027295,1.9,1,1
11,40,99,521684297,0.019560,1.9,1,1
15,31,107,905694075,0.023588,1.9,1,1
14,25,106,989998237,0.023971,1.9,1,1
17,24,108,1183219008,0.021208,1.9,1,1
15,33,97,93446451,0.018101,1.9,1,1
13,39,104,729654614,0.020851,1.9,1,1
12,33,98,867009088,0.018622,1.9,1,1
9,39,105,1488758368,0.019270,1.9,1,1
16,24,111,1923887908,0.025386,1.9,1,1
4,32,128,1923887908,0.022573,2,1,1
5,38,115,1691390766,0.019529,2,1,1
2,39,113,1904405557,0.017238,2,1,1
2,46,105,2097033050,0.016150,2,1,1
4,37,118,414926614,0.015960,2,1,1
3,45,101,518518023,0.014436,2,1,1
4,51,96,521674716,0.015633,2,1,1
3,46,98,91800176,0.015536,2,1,1
5,43,109,239823326,0.017087,2,1,1
2,49,104,238074984,0.015911,2,1,1
2,49,104,238074984,0.019059,3,1,1
2,41,105,1031381699,0.019219,3,1,1
