recombinations,back mutations,recurrent mutations,run seed,recombination cost,recurrent mutation cost,back mutation cost
32,7,5,1302,0.5,1,1
33,6,2,27676569,0.5,1,1
27,8,5,864338359,0.5,1,1
28,6,6,602310431,0.5,1,1
35,4,3,1701612228,0.5,1,1
29,7,5,45732654,0.5,1,1
29,8,7,791996590,0.5,1,1
34,8,3,1389105309,0.5,1,1
27,10,3,594920584,0.5,1,1
28,8,5,397520508,0.5,1,1
28,8,5,397520508,0.6,1,1
32,5,6,2017579402,0.6,1,1
31,8,5,180117118,0.6,1,1
27,10,3,1957181840,0.6,1,1
31,6,8,1921612098,0.6,1,1
37,16,4,1810249421,0.6,1,1
30,6,6,139769161,0.6,1,1
30,8,4,1894988004,0.6,1,1
28,8,5,1551560270,0.6,1,1
33,6,6,310221029,0.6,1,1
29,8,6,310221029,0.9,1,1
27,10,5,1508673453,0.9,1,1
30,6,3,788046851,0.9,1,1
32,4,7,1790120768,0.9,1,1
31,5,5,104797565,0.9,1,1
29,7,5,405499,0.9,1,1
28,6,4,2053524312,0.9,1,1
30,8,4,1042159261,0.9,1,1
30,5,6,340396647,0.9,1,1
25,4,7,1080745364,0.9,1,1
14,12,9,1080745364,1,1,1
14,12,10,378493032,1,1,1
16,13,9,2010426950,1,1,1
12,12,18,1552173706,1,1,1
12,11,15,1979231412,1,1,1
16,14,7,290098375,1,1,1
19,19,5,181112239,1,1,1
11,14,13,739988534,1,1,1
18,20,5,830007073,1,1,1
16,15,7,571940954,1,1,1
16,14,8,571940954,1.1,1,1
13,12,13,1883063433,1.1,1,1
13,15,10,291836567,1.1,1,1
14,13,11,107973132,1.1,1,1
15,12,13,114890771,1.1,1,1
14,12,10,931143030,1.1,1,1
13,15,8,1610688647,1.1,1,1
15,11,11,1995895639,1.1,1,1
18,14,7,1358898210,1.1,1,1
18,11,10,239851407,1.1,1,1
12,19,11,239851407,1.5,1,1
10,15,18,757999751,1.5,1,1
16,15,13,367993345,1.5,1,1
6,22,12,1281425508,1.5,1,1
10,17,14,634118488,1.5,1,1
13,15,15,976337838,1.5,1,1
11,15,17,1390450023,1.5,1,1
11,16,16,1885635189,1.5,1,1
10,19,9,362019902,1.5,1,1
8,18,23,139768460,1.5,1,1
9,18,22,139768460,1.9,1,1
6,23,16,1390223090,1.9,1,1
10,16,14,698595718,1.9,1,1
10,18,9,808972740,1.9,1,1
7,25,10,2106645662,1.9,1,1
13,23,8,1436368462,1.9,1,1
10,16,18,486241421,1.9,1,1
10,13,17,321783058,1.9,1,1
8,21,14,960012243,1.9,1,1
11,17,10,800393303,1.9,1,1
4,24,15,800393303,2,1,1
2,26,17,1582171331,2,1,1
4,25,14,276408608,2,1,1
5,18,25,2032631420,2,1,1
8,25,14,244450014,2,1,1
3,29,12,1937991244,2,1,1
6,24,13,1049734039,2,1,1
5,27,12,474049551,2,1,1
3,24,19,1015041371,2,1,1
3,31,20,1005361648,2,1,1
0,34,23,1005361648,3,1,1
1,31,18,31625538,3,1,1
0,29,21,1278239029,3,1,1
0,32,19,2128377478,3,1,1
0,25,23,888146929,3,1,1
0,33,17,1705130907,3,1,1
2,29,15,387823916,3,1,1
0,33,16,620933995,3,1,1
0,34,16,1514831084,3,1,1
0,32,18,1431259699,3,1,1
0,28,24,1431259699,50,1,1
