recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
20,6,7,1450,0.002915,0.5,1,1
21,5,6,330153059,0.002692,0.5,1,1
27,4,5,285437847,0.002979,0.5,1,1
27,4,6,2017835525,0.003177,0.5,1,1
26,3,10,1772396496,0.003094,0.5,1,1
24,5,7,1757232061,0.004222,0.5,1,1
28,5,6,13131071,0.003331,0.5,1,1
20,5,7,558746744,0.001757,0.5,1,1
26,3,5,1445819478,0.003327,0.5,1,1
19,3,8,1992744241,0.002090,0.5,1,1
21,3,8,1992744241,0.002394,0.6,1,1
18,4,9,256688117,0.002873,0.6,1,1
23,4,9,1041732835,0.003613,0.6,1,1
26,6,7,1760432192,0.002695,0.6,1,1
26,11,8,945487286,0.003583,0.6,1,1
26,4,6,1998226165,0.002762,0.6,1,1
20,6,6,419966130,0.002450,0.6,1,1
16,8,7,1365840349,0.001982,0.6,1,1
15,5,12,1936190399,0.002133,0.6,1,1
29,12,7,1463264011,0.002969,0.6,1,1
25,2,9,1463264011,0.003182,0.9,1,1
15,7,11,2085686714,0.002531,0.9,1,1
22,3,8,550214388,0.004118,0.9,1,1
17,6,11,589591453,0.002270,0.9,1,1
20,6,6,1115690654,0.003098,0.9,1,1
14,10,9,1827086733,0.002137,0.9,1,1
16,6,9,662179931,0.002274,0.9,1,1
15,7,8,893843856,0.001951,0.9,1,1
22,4,6,1887103836,0.002452,0.9,1,1
18,7,8,452346624,0.002593,0.9,1,1
6,11,14,452346624,0.001739,1,1,1
4,11,14,762930386,0.001466,1,1,1
4,7,23,507931839,0.001781,1,1,1
3,16,13,152867324,0.001695,1,1,1
3,12,15,1803492330,0.001829,1,1,1
6,9,14,216857829,0.001392,1,1,1
4,8,17,1704485403,0.001596,1,1,1
6,10,14,577770767,0.003075,1,1,1
4,14,17,1464711590,0.001684,1,1,1
6,9,13,437410890,0.001741,1,1,1
6,8,14,437410890,0.001705,1.1,1,1
6,10,13,1260175931,0.002146,1.1,1,1
2,12,16,531238145,0.001268,1.1,1,1
5,9,16,2104555442,0.001456,1.1,1,1
4,9,16,1072690786,0.001584,1.1,1,1
3,12,15,890867758,0.001438,1.1,1,1
5,8,18,1831100264,0.001954,1.1,1,1
4,8,17,41991528,0.002339,1.1,1,1
6,6,17,282071831,0.001747,1.1,1,1
4,11,16,258954746,0.001434,1.1,1,1
4,12,15,258954746,0.001405,1.5,1,1
2,13,18,1497007992,0.001472,1.5,1,1
3,12,14,346547060,0.001427,1.5,1,1
1,15,15,1408783148,0.001381,1.5,1,1
1,12,19,1642035363,0.000988,1.5,1,1
4,13,14,121862898,0.001491,1.5,1,1
2,10,20,792093322,0.001566,1.5,1,1
1,14,17,1401220497,0.001831,1.5,1,1
2,11,19,40794056,0.001730,1.5,1,1
4,9,17,1222899540,0.001372,1.5,1,1
4,8,18,1222899540,0.001239,1.9,1,1
3,10,18,1010112926,0.001574,1.9,1,1
5,8,17,863001213,0.001481,1.9,1,1
3,12,17,315044672,0.001564,1.9,1,1
4,12,16,1223160960,0.001457,1.9,1,1
1,14,16,640715684,0.001436,1.9,1,1
3,11,16,236906108,0.001445,1.9,1,1
1,10,19,296565403,0.001149,1.9,1,1
4,9,18,1518552020,0.002989,1.9,1,1
3,8,21,53394993,0.001724,1.9,1,1
2,12,18,53394993,0.001299,2,1,1
1,13,16,1182520094,0.001186,2,1,1
1,15,19,264004351,0.002237,2,1,1
1,15,16,443616161,0.001433,2,1,1
1,10,23,2012908653,0.001538,2,1,1
1,14,18,1815597022,0.001052,2,1,1
1,13,18,654171384,0.001046,2,1,1
2,11,18,2121612438,0.001255,2,1,1
1,15,16,1031239225,0.001370,2,1,1
1,16,17,2112413333,0.001626,2,1,1
1,15,19,2112413333,0.002414,3,1,1
1,14,19,1578048302,0.001466,3,1,1
1,9,25,2089149249,0.001253,3,1,1
1,14,17,1340184104,0.001696,3,1,1
2,11,21,435557605,0.001108,3,1,1
1,10,21,33730928,0.001086,3,1,1
1,15,16,533102908,0.001240,3,1,1
1,17,17,885271254,0.001166,3,1,1
2,13,18,104644109,0.001042,3,1,1
1,13,20,977241624,0.001153,3,1,1
0,14,24,977241624,0.001297,50,1,1
