recombinations,back mutations,recurrent mutations,run seed,recombination cost,recurrent mutation cost,back mutation cost
0,2,52,1347,1.5,1,1.1
0,2,51,830205736,1.5,1,1.1
0,5,48,693744589,1.5,1,1.1
0,3,51,642159573,1.5,1,1.1
0,3,52,215951290,1.5,1,1.1
0,3,50,755862776,1.5,1,1.1
0,6,51,838453492,1.5,1,1.1
0,5,48,1053292704,1.5,1,1.1
0,5,48,512327926,1.5,1,1.1
0,4,50,1094428528,1.5,1,1.1
0,4,50,1094428528,1.9,1,1.1
0,3,51,455546512,1.9,1,1.1
0,1,53,1832389051,1.9,1,1.1
2,6,48,25557060,1.9,1,1.1
0,4,51,1667968803,1.9,1,1.1
0,4,50,2063298706,1.9,1,1.1
0,3,51,1974269480,1.9,1,1.1
0,3,50,2133029916,1.9,1,1.1
0,3,50,1879017586,1.9,1,1.1
0,4,51,336744792,1.9,1,1.1
0,4,51,336744792,2,1,1.1
0,3,52,80334404,2,1,1.1
0,2,53,1241235278,2,1,1.1
0,2,51,1954726445,2,1,1.1
0,4,51,750470602,2,1,1.1
0,4,50,328703446,2,1,1.1
0,4,49,1283182252,2,1,1.1
0,5,52,154239551,2,1,1.1
0,9,50,206646929,2,1,1.1
0,3,52,2038632129,2,1,1.1
0,3,53,2038632129,3,1,1.1
0,4,50,2110989257,3,1,1.1
0,3,53,445232896,3,1,1.1
0,2,53,24494798,3,1,1.1
0,2,52,247744921,3,1,1.1
0,1,52,1711383155,3,1,1.1
0,4,53,1379625296,3,1,1.1
0,4,51,508097178,3,1,1.1
0,4,48,1369224961,3,1,1.1
0,4,48,495187804,3,1,1.1
0,4,48,495187804,50,1,1.1
0,9,49,1855148649,50,1,1.1
0,4,52,1682518784,50,1,1.1
0,2,50,733885755,50,1,1.1
0,2,52,882736571,50,1,1.1
0,5,49,119684668,50,1,1.1
0,4,51,1163756359,50,1,1.1
0,5,52,744239551,50,1,1.1
0,4,50,507075061,50,1,1.1
0,3,49,1439394754,50,1,1.1
0,3,49,1439394754,1.5,1,1.3
0,3,51,2067306306,1.5,1,1.3
0,7,48,1894248613,1.5,1,1.3
0,7,49,822816339,1.5,1,1.3
0,4,51,1050049878,1.5,1,1.3
0,2,53,1720381355,1.5,1,1.3
0,3,51,1394255949,1.5,1,1.3
0,0,57,1513280140,1.5,1,1.3
0,3,50,16374191,1.5,1,1.3
0,2,52,1265848127,1.5,1,1.3
0,2,51,1265848127,1.9,1,1.3
0,3,51,1003400064,1.9,1,1.3
0,2,52,700782253,1.9,1,1.3
0,2,51,497726991,1.9,1,1.3
