recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
3,0,2,1624,0.000193,0.5,1,1
4,0,2,1733822126,0.000213,0.5,1,1
10,0,0,684800051,0.000317,0.5,1,1
4,0,2,480309866,0.000193,0.5,1,1
4,0,2,966101383,0.000141,0.5,1,1
4,0,2,958478631,0.000130,0.5,1,1
4,0,2,468444378,0.000156,0.5,1,1
5,0,2,325225696,0.000193,0.5,1,1
6,1,1,148359930,0.000284,0.5,1,1
3,0,2,797253573,0.000186,0.5,1,1
3,0,2,797253573,0.000170,0.6,1,1
4,0,2,1141845673,0.000168,0.6,1,1
4,0,2,1649926131,0.000202,0.6,1,1
7,0,2,2025734234,0.000160,0.6,1,1
7,1,1,389401271,0.000223,0.6,1,1
4,0,2,871216428,0.000251,0.6,1,1
4,0,2,174578750,0.000182,0.6,1,1
4,0,2,666971489,0.000150,0.6,1,1
5,0,2,1413054863,0.000153,0.6,1,1
4,0,2,1219016395,0.000145,0.6,1,1
4,0,2,1219016395,0.000205,0.9,1,1
8,0,1,2097445407,0.000279,0.9,1,1
3,0,2,13021943,0.000209,0.9,1,1
3,0,2,415440446,0.000157,0.9,1,1
4,0,2,245486962,0.000208,0.9,1,1
4,0,2,1983575207,0.000150,0.9,1,1
4,0,2,1593170916,0.000218,0.9,1,1
5,0,2,177000708,0.000173,0.9,1,1
5,0,2,505036587,0.000175,0.9,1,1
4,0,2,693397020,0.000153,0.9,1,1
0,0,6,693397020,0.000134,1,1,1
0,1,4,1493097341,0.000145,1,1,1
0,1,4,360960036,0.000145,1,1,1
0,1,4,1496397659,0.000169,1,1,1
0,1,4,2099084290,0.000223,1,1,1
1,6,2,88748258,0.000334,1,1,1
0,1,4,679906293,0.000160,1,1,1
0,0,6,1855273595,0.000160,1,1,1
0,1,4,2135844581,0.000142,1,1,1
0,0,6,19238042,0.000163,1,1,1
0,0,6,19238042,0.000161,1.1,1,1
0,1,4,158564117,0.000137,1.1,1,1
0,6,4,611700284,0.000334,1.1,1,1
0,0,6,1535745097,0.000138,1.1,1,1
0,1,4,417397235,0.000189,1.1,1,1
0,0,6,1634284618,0.000166,1.1,1,1
0,0,6,456815658,0.000233,1.1,1,1
0,1,4,1874532329,0.000217,1.1,1,1
0,0,6,1059578586,0.000137,1.1,1,1
