recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
53,11,7,1310,0.020021,0.5,1,1
57,10,4,1443652737,0.020446,0.5,1,1
51,12,3,1924454218,0.017857,0.5,1,1
51,4,8,235057821,0.019394,0.5,1,1
51,12,6,622164590,0.015649,0.5,1,1
44,12,6,19232749,0.014479,0.5,1,1
51,6,10,422793612,0.018295,0.5,1,1
51,9,10,1464436023,0.016599,0.5,1,1
56,9,7,1275879634,0.019500,0.5,1,1
50,7,7,1906314694,0.016741,0.5,1,1
52,15,3,23727575,0.019791,0.5,1,1
51,5,6,86945378,0.018977,0.5,1,1
53,18,4,163785571,0.021767,0.5,1,1
51,13,6,1806425879,0.024216,0.5,1,1
48,8,5,1286392551,0.017891,0.5,1,1
47,22,4,881773372,0.018626,0.5,1,1
57,12,5,806811038,0.020740,0.5,1,1
44,16,5,1996402234,0.012611,0.5,1,1
49,11,7,443957227,0.019739,0.5,1,1
48,15,5,2059081287,0.019027,0.5,1,1
52,15,4,952905023,0.017383,0.5,1,1
52,11,8,574775838,0.019435,0.5,1,1
55,9,6,563794055,0.018795,0.5,1,1
56,11,5,783987611,0.020393,0.5,1,1
51,6,6,136355453,0.020055,0.5,1,1
53,5,7,648441569,0.018380,0.5,1,1
50,20,6,320889336,0.022437,0.5,1,1
52,18,5,1400757551,0.019298,0.5,1,1
49,6,5,1416729005,0.017339,0.5,1,1
50,13,8,952702658,0.015629,0.5,1,1
57,6,4,1090307566,0.021778,0.5,1,1
52,5,8,878300506,0.019454,0.5,1,1
56,16,3,1660468974,0.018690,0.5,1,1
55,16,6,138362299,0.021926,0.5,1,1
52,19,6,800289734,0.017157,0.5,1,1
46,12,6,630157349,0.020839,0.5,1,1
55,14,7,1689274444,0.024679,0.5,1,1
50,7,6,1776288659,0.015405,0.5,1,1
46,10,6,594033111,0.014846,0.5,1,1
52,13,6,1875641449,0.016477,0.5,1,1
47,8,6,741957726,0.016860,0.5,1,1
50,6,5,2022598301,0.020166,0.5,1,1
50,20,7,415540182,0.018277,0.5,1,1
53,10,9,1904633679,0.019898,0.5,1,1
44,15,3,1674995012,0.015467,0.5,1,1
56,19,6,1248851079,0.020243,0.5,1,1
51,14,7,1845036577,0.018992,0.5,1,1
50,5,5,838839735,0.017033,0.5,1,1
54,23,4,89570935,0.017947,0.5,1,1
46,10,6,2101561184,0.017625,0.5,1,1
46,10,6,2101561184,0.016950,0.6,1,1
54,10,6,1132186618,0.017561,0.6,1,1
55,15,3,1164186964,0.019629,0.6,1,1
46,8,6,2063755730,0.016652,0.6,1,1
50,26,5,733613730,0.019855,0.6,1,1
54,14,6,380105893,0.020260,0.6,1,1
61,6,7,257308232,0.024542,0.6,1,1
49,6,7,866131224,0.016987,0.6,1,1
59,6,6,2075749873,0.022157,0.6,1,1
47,10,9,992492147,0.014400,0.6,1,1
55,4,8,1700124462,0.019496,0.6,1,1
47,7,5,253766142,0.019106,0.6,1,1
48,12,6,1388560331,0.017001,0.6,1,1
53,18,3,1711669371,0.016683,0.6,1,1
56,9,7,1258541747,0.019353,0.6,1,1
54,8,3,442611780,0.020632,0.6,1,1
49,5,6,1445916096,0.018726,0.6,1,1
49,14,6,205341031,0.016172,0.6,1,1
54,13,6,1758296687,0.017154,0.6,1,1
50,7,7,1858570055,0.016426,0.6,1,1
49,22,6,1684370836,0.022297,0.6,1,1
52,13,5,1418705515,0.016484,0.6,1,1
51,6,4,1239837637,0.017709,0.6,1,1
56,4,7,1823467221,0.019374,0.6,1,1
52,12,7,572575086,0.022332,0.6,1,1
44,14,9,1808748766,0.015533,0.6,1,1
48,13,8,9706942,0.016164,0.6,1,1
50,10,7,1902812284,0.016243,0.6,1,1
51,12,5,849438205,0.015364,0.6,1,1
50,20,6,65457585,0.016817,0.6,1,1
53,11,5,418797364,0.016157,0.6,1,1
51,9,7,1296448669,0.017575,0.6,1,1
56,10,5,1815235565,0.020510,0.6,1,1
56,9,4,1177438441,0.016427,0.6,1,1
53,5,6,1638710152,0.016959,0.6,1,1
52,20,6,1850531183,0.019674,0.6,1,1
49,10,7,1839507534,0.022313,0.6,1,1
56,15,7,1144066280,0.023665,0.6,1,1
56,25,4,506339526,0.019770,0.6,1,1
49,12,5,1388021551,0.016543,0.6,1,1
56,7,4,848454844,0.022133,0.6,1,1
51,23,4,1136623438,0.019053,0.6,1,1
48,11,8,961583255,0.016599,0.6,1,1
53,13,5,422591515,0.018266,0.6,1,1
46,10,6,2098265995,0.018846,0.6,1,1
