recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
3,0,2,1548,0.000192,0.5,1,1
3,0,2,1419950449,0.000177,0.5,1,1
3,0,2,266628851,0.000226,0.5,1,1
4,0,2,595355894,0.000177,0.5,1,1
7,0,1,418399726,0.000193,0.5,1,1
5,0,2,305346332,0.000228,0.5,1,1
4,0,2,1451502136,0.000188,0.5,1,1
5,0,2,1367879492,0.000158,0.5,1,1
3,0,2,2013853458,0.000203,0.5,1,1
4,0,2,1939472872,0.000252,0.5,1,1
5,0,2,1389903555,0.000216,0.5,1,1
7,0,2,1831891900,0.000200,0.5,1,1
4,0,2,830745197,0.000181,0.5,1,1
5,0,2,1963278004,0.000193,0.5,1,1
6,0,2,481346889,0.000410,0.5,1,1
4,0,2,1985951603,0.000475,0.5,1,1
7,0,2,1169984765,0.000247,0.5,1,1
5,0,2,19295164,0.000265,0.5,1,1
3,0,2,1029734615,0.000333,0.5,1,1
4,0,2,248508092,0.000241,0.5,1,1
5,0,2,1191941737,0.000276,0.5,1,1
4,0,2,829726876,0.000314,0.5,1,1
3,0,2,1492868380,0.000237,0.5,1,1
4,0,2,319805325,0.000456,0.5,1,1
10,0,0,1137779118,0.000430,0.5,1,1
4,0,2,1025595135,0.000156,0.5,1,1
4,0,2,2010029392,0.000188,0.5,1,1
6,0,1,1390880271,0.000177,0.5,1,1
7,0,2,1005363209,0.000268,0.5,1,1
6,0,2,608536247,0.000680,0.5,1,1
6,0,2,2045225322,0.000285,0.5,1,1
6,0,2,1979693807,0.000165,0.5,1,1
8,0,1,1671405591,0.000272,0.5,1,1
3,0,2,1023633188,0.000164,0.5,1,1
4,0,2,398503982,0.000145,0.5,1,1
4,0,2,2115231792,0.000164,0.5,1,1
5,0,2,1298364938,0.000199,0.5,1,1
4,0,2,135275523,0.000158,0.5,1,1
4,0,2,223396852,0.000149,0.5,1,1
4,0,2,1818262948,0.000139,0.5,1,1
4,0,2,2106329921,0.000158,0.5,1,1
6,0,2,1251019940,0.000184,0.5,1,1
3,0,2,2085720585,0.000169,0.5,1,1
3,0,2,882325881,0.000123,0.5,1,1
4,0,2,830153864,0.000205,0.5,1,1
4,0,2,1031295203,0.000159,0.5,1,1
3,0,2,1837873076,0.000149,0.5,1,1
4,0,2,1736623566,0.000154,0.5,1,1
7,1,1,813570025,0.000218,0.5,1,1
3,0,2,1655660282,0.000144,0.5,1,1
3,0,2,1655660282,0.000143,0.6,1,1
6,0,2,1641636501,0.000168,0.6,1,1
3,0,2,1324318264,0.000140,0.6,1,1
3,0,2,1077530325,0.000131,0.6,1,1
7,1,1,420527654,0.000250,0.6,1,1
9,0,1,2042121244,0.000225,0.6,1,1
4,0,2,1202969227,0.000156,0.6,1,1
3,0,2,1526582421,0.000140,0.6,1,1
4,0,2,1960650977,0.000153,0.6,1,1
4,0,2,1958553746,0.000175,0.6,1,1
3,0,2,1001901030,0.000149,0.6,1,1
3,0,2,953976678,0.000141,0.6,1,1
4,0,2,1910991381,0.000170,0.6,1,1
3,0,2,1457530532,0.000138,0.6,1,1
6,0,2,57767491,0.000156,0.6,1,1
6,1,1,1739197096,0.000381,0.6,1,1
8,0,1,1031501987,0.000680,0.6,1,1
5,0,2,2038859642,0.000254,0.6,1,1
7,0,2,895997004,0.000329,0.6,1,1
4,0,2,985029096,0.000220,0.6,1,1
4,0,2,1511738752,0.000200,0.6,1,1
5,0,2,29908936,0.000223,0.6,1,1
4,0,2,196518907,0.000702,0.6,1,1
4,0,2,215900457,0.000228,0.6,1,1
3,0,2,1697607449,0.000266,0.6,1,1
5,0,2,974443559,0.000198,0.6,1,1
3,0,2,586504497,0.000165,0.6,1,1
5,0,2,121644309,0.000159,0.6,1,1
3,0,2,464540245,0.000335,0.6,1,1
3,0,2,75480397,0.000502,0.6,1,1
5,0,2,127258497,0.000273,0.6,1,1
5,0,2,2099674321,0.000196,0.6,1,1
3,0,2,334170032,0.000290,0.6,1,1
5,0,2,1088458133,0.000281,0.6,1,1
4,0,2,571732635,0.000156,0.6,1,1
5,0,2,625457909,0.000196,0.6,1,1
3,0,2,1039303631,0.000184,0.6,1,1
5,0,2,1355608293,0.000274,0.6,1,1
4,0,2,1348581308,0.000270,0.6,1,1
7,0,2,605573269,0.000263,0.6,1,1
4,0,2,1575878278,0.000494,0.6,1,1
4,0,2,1039687649,0.000224,0.6,1,1
4,0,2,713067229,0.000160,0.6,1,1
3,0,2,1527800099,0.000144,0.6,1,1
4,0,2,2052377943,0.000195,0.6,1,1
5,1,1,2007605932,0.000302,0.6,1,1
3,0,2,1509606965,0.000187,0.6,1,1
3,0,2,581241271,0.000135,0.6,1,1
6,0,2,2043000842,0.000170,0.6,1,1
5,0,2,473589131,0.000171,0.6,1,1
5,0,2,473589131,0.000147,0.9,1,1
3,0,2,1320954135,0.000127,0.9,1,1
3,0,2,88734615,0.000145,0.9,1,1
5,0,2,424692477,0.000143,0.9,1,1
3,0,2,480637671,0.000148,0.9,1,1
3,0,2,748156625,0.000156,0.9,1,1
4,0,2,2094444507,0.000162,0.9,1,1
5,0,2,1335143187,0.000148,0.9,1,1
4,0,2,2063585585,0.000140,0.9,1,1
4,0,2,1987768774,0.000147,0.9,1,1
4,0,2,855709822,0.000220,0.9,1,1
3,0,2,999606062,0.000172,0.9,1,1
4,0,2,963054633,0.000140,0.9,1,1
3,0,2,1055991076,0.000153,0.9,1,1
4,0,2,980867603,0.000228,0.9,1,1
3,0,2,1058706659,0.000228,0.9,1,1
5,0,2,384073619,0.000232,0.9,1,1
4,0,2,1708427950,0.000162,0.9,1,1
7,1,1,143326804,0.000353,0.9,1,1
5,0,2,201824591,0.000228,0.9,1,1
5,0,2,2012280637,0.000546,0.9,1,1
5,0,2,1679585092,0.000218,0.9,1,1
4,0,2,221183796,0.000170,0.9,1,1
5,0,2,586463325,0.000182,0.9,1,1
4,0,2,1093306759,0.000168,0.9,1,1
6,1,2,880908749,0.000308,0.9,1,1
5,0,2,688253815,0.001018,0.9,1,1
4,0,2,1917319351,0.000271,0.9,1,1
3,0,2,687214202,0.000168,0.9,1,1
3,0,2,316831002,0.000315,0.9,1,1
4,0,2,1031208371,0.000305,0.9,1,1
3,0,2,1295864096,0.000148,0.9,1,1
4,0,2,2062698156,0.000219,0.9,1,1
3,0,2,129927524,0.000163,0.9,1,1
4,0,2,809845235,0.000189,0.9,1,1
5,0,2,145520890,0.000641,0.9,1,1
3,0,2,1359729339,0.000265,0.9,1,1
5,0,2,709557338,0.000171,0.9,1,1
3,0,2,474968409,0.000272,0.9,1,1
4,0,2,1274645923,0.000246,0.9,1,1
4,0,2,1147785847,0.000198,0.9,1,1
6,0,2,1799501048,0.000462,0.9,1,1
3,0,2,758446790,0.000186,0.9,1,1
4,0,2,1354021007,0.000399,0.9,1,1
3,0,2,320858837,0.000260,0.9,1,1
5,0,2,1225096870,0.000466,0.9,1,1
4,0,2,1656406282,0.000296,0.9,1,1
3,0,2,674855330,0.000204,0.9,1,1
4,0,2,129073813,0.000185,0.9,1,1
4,0,2,934236195,0.000226,0.9,1,1
0,1,4,934236195,0.000184,1,1,1
0,0,6,1393118713,0.000131,1,1,1
0,0,6,1343249480,0.000128,1,1,1
0,1,5,359002198,0.000167,1,1,1
0,1,4,1624412184,0.000144,1,1,1
0,1,4,566591751,0.000145,1,1,1
0,0,6,1282299329,0.000125,1,1,1
0,1,4,1364409728,0.000121,1,1,1
0,1,4,505461965,0.000154,1,1,1
0,0,6,1437969289,0.000122,1,1,1
0,1,4,1499192937,0.000126,1,1,1
0,1,5,1927632845,0.000139,1,1,1
0,0,6,1492905400,0.000123,1,1,1
0,1,4,850037666,0.000183,1,1,1
0,1,4,1837454170,0.000116,1,1,1
0,1,5,1046695123,0.000119,1,1,1
0,0,6,362933282,0.000123,1,1,1
0,1,4,1368404531,0.000126,1,1,1
0,0,6,1041608580,0.000150,1,1,1
0,0,6,775805262,0.000131,1,1,1
0,1,4,1513041217,0.000130,1,1,1
0,1,4,101544330,0.000163,1,1,1
0,1,4,1100189933,0.000190,1,1,1
0,0,6,2016335292,0.000127,1,1,1
0,0,6,854961349,0.000124,1,1,1
0,1,4,1106024469,0.000127,1,1,1
0,0,6,1323104753,0.000154,1,1,1
0,0,6,1099956933,0.000156,1,1,1
0,0,6,2050576624,0.000128,1,1,1
0,1,5,764809995,0.000166,1,1,1
0,0,6,2077709813,0.000126,1,1,1
0,1,4,1517341957,0.000119,1,1,1
0,1,4,1657919656,0.000147,1,1,1
0,1,4,831662736,0.000114,1,1,1
0,1,4,57768451,0.000154,1,1,1
0,0,6,2087077400,0.000133,1,1,1
0,1,5,1679620854,0.000184,1,1,1
0,1,4,1941952118,0.000120,1,1,1
0,1,4,1371882783,0.000151,1,1,1
0,1,4,758212161,0.000171,1,1,1
0,7,3,1979068954,0.000341,1,1,1
0,1,4,761676175,0.000484,1,1,1
0,4,4,1045888435,0.000284,1,1,1
