recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
398,56,95,1091,1.632141,0.9,1,1.1
400,63,96,664157506,1.931267,0.9,1,1.1
396,54,101,1346363820,1.540703,0.9,1,1.1
398,53,97,289116228,1.573303,0.9,1,1.1
416,71,94,1789424724,1.720921,0.9,1,1.1
397,55,92,1164184298,1.598156,0.9,1,1.1
396,73,87,1621361270,1.995678,0.9,1,1.1
391,66,100,1553159598,1.609228,0.9,1,1.1
390,73,83,558215110,1.844831,0.9,1,1.1
420,68,79,2101736983,1.628645,0.9,1,1.1
205,56,288,2101736983,1.116041,1,1,1.1
207,56,284,526796826,1.069492,1,1,1.1
217,51,281,2020378095,1.169495,1,1,1.1
220,54,286,1598067120,1.356277,1,1,1.1
202,61,274,1800005286,1.259413,1,1,1.1
204,62,291,440259042,1.167565,1,1,1.1
209,66,284,1643328871,1.162420,1,1,1.1
204,52,298,2132937321,1.236413,1,1,1.1
214,69,270,1801591565,1.262369,1,1,1.1
199,64,286,1521629925,1.173657,1,1,1.1
387,64,110,1521629925,1.746609,0.9,1,1.3
407,64,97,463967879,1.625786,0.9,1,1.3
393,54,106,1361564552,1.773592,0.9,1,1.3
400,59,89,394356202,1.887145,0.9,1,1.3
396,60,95,942000290,1.754745,0.9,1,1.3
394,54,109,1227409972,1.624046,0.9,1,1.3
410,52,106,269939289,1.934512,0.9,1,1.3
401,56,95,132645919,1.627328,0.9,1,1.3
396,58,95,182940976,1.775332,0.9,1,1.3
394,52,105,1434753275,1.750854,0.9,1,1.3
213,57,279,1434753275,1.302042,1,1,1.3
211,53,276,2004272291,1.317758,1,1,1.3
213,50,295,1518759853,1.313410,1,1,1.3
193,63,296,1811964450,1.220856,1,1,1.3
198,61,275,1548098857,1.128577,1,1,1.3
191,59,283,302890810,1.043347,1,1,1.3
224,60,263,440262408,1.438971,1,1,1.3
189,50,315,1464229583,1.184566,1,1,1.3
195,67,288,676963191,1.181771,1,1,1.3
